event_id,roi,lon,lat,area_ha,radd_any,clear_post,s1_post,ang_2020_2021_deg,tau,registered
C2549,CG1,29.417,1.204,1.43,2021-06-30,16.001,45.0,33.239,16.309,1
C2550,CG1,29.417,1.269,1.341,2021-01-25,31.201,76.161,32.563,16.309,1
C2551,CG1,29.417,1.263,1.162,2021-01-13,33.276,78.484,44.893,16.309,1
C2552,CG1,29.418,1.16,1.162,2021-02-06,27.334,74.143,42.017,16.309,1
C2553,CG1,29.417,1.26,2.592,2021-05-01,22.318,60.806,30.486,16.309,1
C2554,CG1,29.418,1.158,1.519,2021-01-15,32.274,78.097,42.32,16.309,1
C2555,CG1,29.418,1.159,1.162,2021-02-08,29.169,73.857,48.583,16.309,1
C2556,CG1,29.419,1.326,1.43,2021-02-08,30.021,73.857,58.451,16.309,1
C2557,CG1,29.419,1.205,1.251,2021-03-14,22.905,68.29,35.015,16.309,1
C2558,CG1,29.419,1.238,2.413,2021-01-25,28.622,76.161,42.349,16.309,1
C2559,CG1,29.419,1.156,2.771,2021-01-03,35.899,80.419,48.806,16.309,1
C2561,CG1,29.42,1.165,1.966,2021-01-25,30.59,76.161,32.632,16.309,1
C2562,CG1,29.419,1.304,1.341,2021-03-14,23.628,68.29,42.261,16.309,1
C2563,CG1,29.42,1.152,1.788,2021-01-25,32.139,76.161,49.686,16.309,1
C2564,CG1,29.421,1.167,2.234,2021-01-13,30.007,78.484,49.756,16.309,1
C2567,CG1,29.421,1.27,1.519,2021-08-17,12.205,31.161,28.387,16.309,1
C2568,CG1,29.422,1.17,1.162,2021-01-03,34.219,80.419,27.271,16.309,1
C2569,CG1,29.422,1.278,2.324,2021-01-13,33.098,78.484,50.871,16.309,1
C2570,CG1,29.422,1.314,1.698,2021-01-01,31.545,80.806,53.44,16.309,1
C2571,CG1,29.424,1.17,1.788,2021-01-03,34.785,80.419,49.301,16.309,1
C2572,CG1,29.423,1.322,1.877,2021-06-18,17.42,49.0,50.998,16.309,1
C2573,CG1,29.424,1.15,2.056,2021-01-13,30.549,78.484,43.29,16.309,1
C2574,CG1,29.425,1.268,3.039,2021-07-06,14.476,43.065,40.58,16.309,1
C2575,CG1,29.425,1.152,2.145,2021-01-03,30.623,80.419,47.625,16.309,1
C2576,CG1,29.425,1.172,1.162,2021-01-13,31.059,78.484,27.724,16.309,1
C2577,CG1,29.426,1.147,1.966,2021-01-25,30.74,76.161,43.274,16.309,1
C2578,CG1,29.426,1.269,1.341,2021-01-15,31.735,78.097,37.033,16.309,1
C2579,CG1,29.426,1.282,1.43,2021-08-29,10.717,28.452,25.475,16.309,1
C2580,CG1,29.425,1.312,1.609,2021-04-09,24.538,63.8,46.477,16.309,1
C2581,CG1,29.426,1.314,1.072,2021-02-20,27.982,72.143,50.851,16.309,1
C2582,CG1,29.427,1.322,3.307,2021-06-02,17.413,54.333,51.896,16.309,1
C2583,CG1,29.426,1.17,1.341,2021-01-15,30.855,78.097,37.038,16.309,1
C2584,CG1,29.426,1.288,2.145,2021-06-26,13.381,46.333,42.643,16.309,1
C2585,CG1,29.426,1.319,1.251,2021-05-25,19.298,56.161,42.097,16.309,1
C2586,CG1,29.427,1.169,1.609,2021-03-28,24.236,65.581,47.044,16.309,1
C2587,CG1,29.428,1.112,1.609,2021-02-08,26.3,73.857,27.64,16.309,1
C2588,CG1,29.429,1.213,3.396,2021-03-04,25.902,70.226,48.732,16.309,1
C2590,CG1,29.43,1.209,1.251,2021-02-06,28.258,74.143,36.809,16.309,1
C2591,CG1,29.43,1.279,1.162,2021-05-13,18.753,58.484,46.537,16.309,1
C2592,CG1,29.43,1.116,1.43,2021-01-13,30.557,78.484,35.2,16.309,1
C2593,CG1,29.43,1.281,1.609,2021-01-13,30.356,78.484,47.19,16.309,1
C2594,CG1,29.431,1.323,1.162,2021-03-02,22.879,70.613,39.164,16.309,1
C2595,CG1,29.431,1.31,1.072,2021-01-13,30.315,78.484,38.474,16.309,1
C2596,CG1,29.431,1.15,1.251,2021-01-13,31.295,78.484,41.573,16.309,1
C2597,CG1,29.432,1.279,3.664,2021-05-15,19.884,58.097,38.439,16.309,1
C2598,CG1,29.431,1.119,1.073,2021-01-27,28.944,75.774,32.304,16.309,1
C2599,CG1,29.431,1.144,1.698,2021-01-03,33.09,80.419,44.866,16.309,1
C2600,CG1,29.432,1.122,2.413,2021-02-08,28.58,73.857,36.959,16.309,1
C2601,CG1,29.431,1.148,1.609,2021-01-01,30.996,80.806,39.232,16.309,1
C2602,CG1,29.433,1.296,1.162,2021-02-06,28.214,74.143,47.253,16.309,1
C2603,CG1,29.433,1.257,2.145,2021-01-03,29.624,80.419,33.06,16.309,1
C2604,CG1,29.433,1.303,1.341,2021-04-07,20.946,64.067,42.747,16.309,1
C2605,CG1,29.434,1.125,3.575,2021-01-01,35.173,80.806,54.161,16.309,1
C2606,CG1,29.434,1.141,1.251,2021-01-03,34.3,80.419,40.69,16.309,1
C2607,CG1,29.435,1.27,2.234,2021-07-24,10.547,37.258,37.307,16.309,1
C2608,CG1,29.435,1.237,3.307,2021-01-15,29.157,78.097,48.081,16.309,1
C2609,CG1,29.436,1.3,1.609,2021-02-18,28.501,72.429,49.646,16.309,1
C2610,CG1,29.436,1.244,1.788,2021-01-25,26.139,76.161,38.752,16.309,1
C2611,CG1,29.437,1.237,1.519,2021-06-30,15.476,45.0,41.412,16.309,1
C2612,CG1,29.437,1.295,1.609,2021-01-13,29.514,78.484,47.981,16.309,1
C2613,CG1,29.439,1.246,1.43,2021-01-13,27.649,78.484,45.207,16.309,1
C2614,CG1,29.438,1.321,1.698,2021-05-25,16.769,56.161,44.867,16.309,1
C2615,CG1,29.439,1.12,1.073,2021-03-04,26.465,70.226,31.955,16.309,1
C2616,CG1,29.44,1.251,1.609,2021-02-08,23.063,73.857,35.93,16.309,1
C2617,CG1,29.442,1.256,2.056,2021-02-06,25.12,74.143,43.812,16.309,1
C2618,CG1,29.441,1.313,9.027,2021-03-28,21.866,65.581,53.82,16.309,1
C2619,CG1,29.441,1.316,2.234,2021-04-07,20.645,64.067,51.413,16.309,1
C2620,CG1,29.442,1.123,1.162,2021-06-14,18.168,50.333,31.123,16.309,1
C2621,CG1,29.442,1.247,1.341,2021-01-25,29.121,76.161,47.448,16.309,1
C2622,CG1,29.443,1.285,1.162,2021-04-07,24.617,64.067,29.057,16.309,1
C2623,CG1,29.444,1.325,1.251,2021-01-27,27.399,75.774,46.205,16.309,1
C2624,CG1,29.445,1.226,1.609,2021-03-14,23.602,68.29,41.387,16.309,1
C2625,CG1,29.445,1.28,1.251,2021-02-06,25.759,74.143,43.69,16.309,1
C2626,CG1,29.446,1.128,1.519,2021-03-26,29.043,65.968,52.596,16.309,1
C2627,CG1,29.446,1.131,1.341,2021-01-13,34.743,78.484,32.799,16.309,1
C2628,CG1,29.446,1.229,1.341,2021-01-25,28.673,76.161,38.662,16.309,1
C2629,CG1,29.446,1.152,1.877,2021-03-04,24.945,70.226,49.785,16.309,1
C2630,CG1,29.446,1.221,1.251,2021-07-30,12.568,35.323,34.22,16.309,1
C2631,CG1,29.447,1.271,1.073,2021-01-15,25.936,78.097,41.367,16.309,1
C2632,CG1,29.448,1.26,1.43,2021-01-13,27.459,78.484,43.418,16.309,1
C2633,CG1,29.449,1.28,1.43,2021-01-13,29.351,78.484,32.6,16.309,1
C2634,CG1,29.449,1.254,1.073,2021-01-25,26.21,76.161,40.771,16.309,1
C2635,CG1,29.449,1.268,3.039,2021-01-27,25.837,75.774,49.763,16.309,1
C2636,CG1,29.449,1.226,1.341,2021-01-15,29.878,78.097,37.838,16.309,1
C2637,CG1,29.449,1.279,1.073,2021-01-01,30.572,80.806,41.377,16.309,1
C2638,CG1,29.449,1.232,5.631,2021-01-15,28.469,78.097,52.376,16.309,1
C2639,CG1,29.451,1.215,2.771,2021-07-12,13.704,41.129,41.1,16.309,1
C2640,CG1,29.45,1.314,2.413,2021-03-04,24.025,70.226,44.001,16.309,1
C2641,CG1,29.451,1.228,3.396,2021-01-25,28.791,76.161,45.479,16.309,1
C2642,CG1,29.451,1.265,1.341,2021-03-28,21.877,65.581,37.38,16.309,1
C2643,CG1,29.452,1.128,2.86,2021-01-03,35.045,80.419,38.609,16.309,1
C2644,CG1,29.452,1.269,1.609,2021-03-26,21.287,65.968,53.339,16.309,1
C2645,CG1,29.452,1.251,1.162,2021-07-18,11.51,39.194,27.428,16.309,1
C2646,CG1,29.452,1.218,1.341,2021-01-01,30.305,80.806,45.675,16.309,1
C2647,CG1,29.453,1.264,1.519,2021-03-14,23.216,68.29,36.811,16.309,1
C2648,CG1,29.453,1.256,1.162,2021-01-25,28.562,76.161,47.842,16.309,1
C2649,CG1,29.454,1.139,1.162,2021-01-25,29.082,76.161,35.605,16.309,1
C2650,CG1,29.453,1.228,3.039,2021-03-16,25.62,67.903,37.929,16.309,1
C2651,CG1,29.454,1.252,1.519,2021-02-08,22.926,73.857,40.585,16.309,1
C2652,CG1,29.455,1.135,1.341,2021-01-27,33.76,75.774,49.988,16.309,1
C2653,CG1,29.455,1.284,1.519,2021-12-05,3.355,6.71,17.738,16.309,1
C2654,CG1,29.456,1.241,1.073,2021-03-26,25.541,65.968,43.887,16.309,1
C2655,CG1,29.456,1.259,1.251,2021-01-27,25.733,75.774,46.019,16.309,1
C2656,CG1,29.456,1.21,1.341,2021-01-25,30.154,76.161,35.508,16.309,1
C2657,CG1,29.456,1.221,1.519,2021-03-04,23.459,70.226,35.873,16.309,1
C2658,CG1,29.457,1.226,2.503,2021-07-06,15.146,43.065,28.665,16.309,1
C2659,CG1,29.457,1.204,1.877,2021-01-03,30.158,80.419,36.552,16.309,1
C2660,CG1,29.457,1.126,1.251,2021-02-06,30.37,74.143,44.527,16.309,1
C2661,CG1,29.457,1.22,1.43,2021-01-27,27.097,75.774,38.185,16.309,1
C2662,CG1,29.458,1.24,1.698,2021-06-02,17.86,54.333,50.96,16.309,1
C2663,CG1,29.459,1.122,1.073,2021-12-03,2.71,7.226,31.036,16.309,1
C2664,CG1,29.459,1.214,1.251,2021-01-25,25.159,76.161,40.978,16.309,1
C2665,CG1,29.46,1.219,1.162,2021-02-18,24.355,72.429,38.756,16.309,1
C2666,CG1,29.46,1.253,1.251,2021-04-07,22.352,64.067,48.077,16.309,1
C2668,CG1,29.46,1.267,4.826,2021-05-13,17.774,58.484,41.106,16.309,1
C2669,CG1,29.46,1.262,1.162,2021-04-09,22.929,63.8,42.27,16.309,1
C2670,CG1,29.463,1.241,1.341,2021-03-26,23.454,65.968,45.302,16.309,1
C2671,CG1,29.462,1.258,1.162,2021-04-19,21.47,62.467,50.111,16.309,1
C2672,CG1,29.463,1.164,1.43,2021-01-01,31.428,80.806,35.947,16.309,1
C2673,CG1,29.464,1.269,1.251,2021-02-18,26.675,72.429,47.642,16.309,1
C2674,CG1,29.465,1.303,1.877,2021-02-08,27.95,73.857,49.782,16.309,1
C2675,CG1,29.465,1.167,2.86,2021-01-13,30.815,78.484,31.066,16.309,1
C2677,CG1,29.466,1.326,1.072,2021-10-28,7.353,14.774,22.808,16.309,1
C2678,CG1,29.466,1.283,1.073,2021-03-14,22.333,68.29,37.069,16.309,1
C2679,CG1,29.467,1.325,1.251,2021-07-06,14.819,43.065,36.932,16.309,1
C2680,CG1,29.467,1.11,1.162,2021-01-13,33.124,78.484,47.464,16.309,1
C2681,CG1,29.468,1.304,4.022,2021-02-20,27.904,72.143,50.585,16.309,1
C2682,CG1,29.468,1.29,1.43,2021-02-20,22.665,72.143,36.827,16.309,1
C2683,CG1,29.47,1.325,1.341,2021-11-29,3.093,8.2,32.477,16.309,1
C2684,CG1,29.471,1.29,5.452,2021-01-15,31.254,78.097,55.148,16.309,1
C2685,CG1,29.471,1.155,1.162,2021-01-03,27.408,80.419,25.838,16.309,1
C2686,CG1,29.472,1.304,1.251,2021-11-09,5.361,12.2,15.943,16.309,0
C2687,CG1,29.472,1.156,1.073,2021-01-13,27.9,78.484,31.25,16.309,1
C2688,CG1,29.472,1.17,1.073,2021-01-03,29.35,80.419,27.951,16.309,1
C2689,CG1,29.474,1.269,2.592,2021-06-08,16.662,52.333,41.327,16.309,1
C2690,CG1,29.474,1.282,1.966,2021-01-03,28.604,80.419,49.145,16.309,1
C2691,CG1,29.474,1.286,1.877,2021-01-01,32.511,80.806,54.314,16.309,1
C2692,CG1,29.474,1.165,1.162,2021-06-02,18.247,54.333,33.82,16.309,1
C2693,CG1,29.476,1.274,1.162,2021-01-15,30.422,78.097,33.623,16.309,1
C2694,CG1,29.476,1.324,2.681,2021-01-15,27.717,78.097,43.62,16.309,1
C2695,CG1,29.477,1.287,1.877,2021-01-15,28.741,78.097,47.507,16.309,1
C2696,CG1,29.479,1.296,1.162,2021-03-28,26.133,65.581,39.068,16.309,1
C2697,CG1,29.479,1.324,1.072,2021-05-03,18.249,60.419,38.711,16.309,1
C2698,CG1,29.48,1.15,1.162,2021-01-25,29.37,76.161,33.866,16.309,1
C2699,CG1,29.48,1.159,1.698,2021-01-03,33.527,80.419,43.643,16.309,1
C2700,CG1,29.48,1.286,1.073,2021-03-14,22.504,68.29,52.61,16.309,1
C2701,CG1,29.481,1.328,1.609,2021-10-18,6.598,17.355,33.751,16.309,1
C2702,CG1,29.481,1.146,1.519,2021-02-08,29.83,73.857,38.419,16.309,1
C2703,CG1,29.482,1.292,1.073,2021-10-30,5.431,14.258,35.635,16.309,1
C2704,CG1,29.482,1.14,1.162,2021-01-13,26.759,78.484,45.664,16.309,1
C2705,CG1,29.482,1.297,1.073,2021-01-01,31.277,80.806,49.056,16.309,1
C2706,CG1,29.482,1.294,1.788,2021-12-17,0.981,3.613,37.949,16.309,1
C2707,CG1,29.485,1.328,1.341,2021-05-03,20.527,60.419,39.741,16.309,1
C2708,CG1,29.487,1.264,6.971,2021-01-25,29.956,76.161,53.881,16.309,1
C2709,CG1,29.486,1.211,1.251,2021-07-06,15.576,43.065,46.78,16.309,1
C2711,CG1,29.488,1.278,1.43,2021-01-15,29.003,78.097,46.571,16.309,1
C2712,CG1,29.489,1.272,3.039,2021-01-03,29.805,80.419,39.195,16.309,1
C2714,CG1,29.489,1.232,1.073,2021-06-12,21.047,51.0,36.13,16.309,1
C2715,CG1,29.493,1.285,5.273,2021-01-13,28.455,78.484,50.91,16.309,1
C2716,CG1,29.493,1.248,2.503,2021-11-09,6.112,12.2,19.771,16.309,1
C2717,CG1,29.493,1.289,1.251,2021-06-12,16.615,51.0,38.778,16.309,1
C2718,CG1,29.493,1.208,1.073,2021-01-13,33.851,78.484,37.529,16.309,1
C2720,CG1,29.494,1.258,1.162,2021-01-27,26.88,75.774,35.58,16.309,1
C2721,CG1,29.494,1.206,1.609,2021-06-26,19.387,46.333,43.82,16.309,1
C2722,CG1,29.495,1.244,1.788,2021-06-24,17.009,47.0,35.846,16.309,1
C2723,CG1,29.494,1.251,3.843,2021-01-03,32.584,80.419,34.717,16.309,1
C2724,CG1,29.495,1.282,1.162,2021-01-01,32.032,80.806,57.68,16.309,1
C2725,CG1,29.494,1.265,3.486,2021-02-20,26.173,72.143,40.603,16.309,1
C2726,CG1,29.495,1.248,3.128,2021-03-14,27.799,68.29,35.696,16.309,1
C2728,CG1,29.496,1.284,1.341,2021-06-12,17.825,51.0,47.406,16.309,1
C2729,CG1,29.496,1.238,5.452,2021-01-13,33.566,78.484,24.696,16.309,1
C2730,CG1,29.497,1.274,2.056,2021-03-16,23.587,67.903,45.441,16.309,1
C2731,CG1,29.497,1.277,2.503,2021-03-16,22.357,67.903,43.722,16.309,1
C2732,CG1,29.497,1.264,1.788,2021-05-27,19.054,55.774,40.223,16.309,1
C2733,CG1,29.498,1.257,3.396,2021-01-13,30.459,78.484,30.825,16.309,1
C2734,CG1,29.498,1.211,2.949,2021-01-03,35.085,80.419,52.43,16.309,1
C2736,CG1,29.499,1.276,1.519,2021-01-01,28.654,80.806,42.531,16.309,1
C2737,CG1,29.5,1.237,1.698,2021-01-27,31.999,75.774,44.843,16.309,1
C2738,CG1,29.5,1.255,1.698,2021-02-18,25.487,72.429,27.874,16.309,1
C2739,CG1,29.501,1.23,1.788,2021-01-27,31.119,75.774,35.794,16.309,1
C2740,CG1,29.5,1.234,1.609,2021-03-16,28.579,67.903,45.197,16.309,1
C2741,CG1,29.5,1.265,2.234,2021-05-01,21.066,60.806,36.481,16.309,1
C2742,CG1,29.5,1.262,1.341,2021-05-25,21.376,56.161,33.034,16.309,1
C2743,CG1,29.501,1.26,1.162,2021-12-17,1.806,3.613,26.213,16.309,1
C2745,CG1,29.501,1.264,1.341,2021-01-15,31.032,78.097,42.683,16.309,1
C2746,CG1,29.501,1.288,1.251,2021-01-13,28.615,78.484,47.034,16.309,1
C2748,CG1,29.502,1.269,1.788,2021-01-01,31.614,80.806,43.112,16.309,1
C2750,CG1,29.503,1.23,5.899,2021-03-14,26.954,68.29,43.039,16.309,1
C2751,CG1,29.505,1.238,2.949,2021-01-15,31.692,78.097,47.403,16.309,1
C2752,CG1,29.504,1.317,1.43,2021-03-28,24.692,65.581,43.734,16.309,1
C2753,CG1,29.504,1.153,1.43,2021-05-25,20.075,56.161,34.826,16.309,1
C2754,CG1,29.506,1.29,1.162,2021-01-27,27.065,75.774,36.084,16.309,1
C2755,CG1,29.508,1.293,2.324,2021-03-04,24.408,70.226,30.243,16.309,1
C2756,CG1,29.508,1.213,1.788,2021-01-01,36.614,80.806,34.646,16.309,1
C2760,CG1,29.512,1.263,2.056,2021-06-06,17.862,53.0,33.919,16.309,1
C2761,CG1,29.513,1.287,1.877,2021-03-02,23.983,70.613,48.216,16.309,1
C2762,CG1,29.513,1.312,1.341,2021-03-02,23.373,70.613,35.144,16.309,1
C2763,CG1,29.514,1.274,1.251,2021-01-25,28.434,76.161,46.962,16.309,1
C2764,CG1,29.514,1.266,1.43,2021-05-03,18.224,60.419,39.307,16.309,1
C2766,CG1,29.516,1.27,1.341,2021-09-12,12.25,25.6,34.993,16.309,1
C2768,CG1,29.518,1.211,1.251,2021-01-01,32.802,80.806,49.43,16.309,1
C2769,CG1,29.517,1.268,2.056,2021-12-15,2.074,4.129,29.487,16.309,1
C2770,CG1,29.518,1.233,1.519,2021-06-08,23.153,52.333,27.65,16.309,1
C2771,CG1,29.518,1.276,1.251,2021-05-15,19.443,58.097,40.14,16.309,1
C2773,CG1,29.519,1.296,1.519,2021-03-14,23.375,68.29,32.481,16.309,1
C2774,CG1,29.519,1.28,1.877,2021-02-18,25.794,72.429,39.682,16.309,1
C2775,CG1,29.519,1.299,3.218,2021-02-08,26.21,73.857,39.136,16.309,1
C2776,CG1,29.519,1.265,1.43,2022-02-13,0.0,0.0,23.675,16.309,1
C2777,CG1,29.522,1.268,23.327,2021-01-15,30.503,78.097,33.475,16.309,1
C2778,CG1,29.521,1.239,1.788,2021-04-07,26.516,64.067,29.801,16.309,1
C2779,CG1,29.522,1.304,2.681,2021-03-14,20.104,68.29,37.73,16.309,1
C2780,CG1,29.524,1.323,1.162,2021-01-25,24.921,76.161,54.281,16.309,1
C2781,CG1,29.524,1.282,1.609,2021-03-26,25.488,65.968,19.735,16.309,1
C2782,CG1,29.523,1.283,1.966,2021-06-12,16.743,51.0,16.698,16.309,1
C2783,CG1,29.524,1.297,4.469,2021-03-14,21.436,68.29,38.688,16.309,1
C2784,CG1,29.525,1.319,1.162,2021-03-16,22.779,67.903,45.438,16.309,1
C2785,CG1,29.525,1.243,1.43,2021-04-09,23.401,63.8,48.66,16.309,1
C2786,CG1,29.526,1.27,3.039,2021-02-08,27.962,73.857,30.68,16.309,1
C2787,CG1,29.525,1.284,1.788,2021-03-14,27.924,68.29,41.141,16.309,1
C2788,CG1,29.525,1.24,1.162,2021-06-12,20.98,51.0,30.583,16.309,1
C2789,CG1,29.527,1.301,1.341,2021-05-15,17.682,58.097,40.976,16.309,1
C2790,CG1,29.528,1.268,1.162,2021-11-09,6.548,12.2,28.023,16.309,1
C2791,CG1,29.528,1.284,6.524,2021-02-18,26.055,72.429,53.571,16.309,1
C2792,CG1,29.528,1.324,1.341,2021-05-13,17.136,58.484,49.685,16.309,1
C2794,CG1,29.529,1.306,3.128,2021-06-20,13.953,48.333,37.11,16.309,1
C2795,CG1,29.529,1.235,2.413,2021-01-25,32.957,76.161,45.201,16.309,1
C2796,CG1,29.528,1.313,1.877,2021-01-13,26.923,78.484,55.414,16.309,1
C2797,CG1,29.529,1.299,2.86,2021-06-02,17.326,54.333,42.155,16.309,1
C2798,CG1,29.53,1.176,1.073,2021-03-14,20.194,68.29,44.276,16.309,1
C2799,CG1,29.531,1.293,8.223,2021-05-03,18.45,60.419,55.018,16.309,1
C2800,CG1,29.53,1.262,1.073,2021-01-25,28.215,76.161,34.795,16.309,1
C2801,CG1,29.53,1.254,3.128,2021-04-07,23.525,64.067,49.679,16.309,1
C2802,CG1,29.531,1.268,1.073,2021-12-23,1.29,2.065,19.743,16.309,1
C2804,CG1,29.531,1.31,1.162,2021-04-19,18.478,62.467,49.563,16.309,1
C2805,CG1,29.532,1.193,1.788,2021-01-03,30.922,80.419,45.545,16.309,1
C2806,CG1,29.532,1.236,1.519,2021-05-03,22.3,60.419,45.521,16.309,1
C2807,CG1,29.532,1.329,1.609,2021-03-16,23.517,67.903,41.678,16.309,1
C2808,CG1,29.533,1.191,1.698,2021-03-28,22.861,65.581,48.388,16.309,1
C2809,CG1,29.533,1.251,7.686,2021-03-02,23.506,70.613,55.576,16.309,1
C2810,CG1,29.534,1.106,1.519,2021-01-01,26.392,80.806,41.216,16.309,1
C2811,CG1,29.534,1.187,1.162,2021-01-01,30.554,80.806,47.541,16.309,1
C2813,CG1,29.535,1.242,5.899,2021-06-12,18.288,51.0,39.556,16.309,1
C2814,CG1,29.535,1.298,3.396,2021-03-26,20.608,65.968,50.654,16.309,1
C2816,CG1,29.538,1.244,5.541,2021-08-19,14.795,30.71,41.528,16.309,1
C2818,CG1,29.538,1.238,1.43,2021-02-08,28.282,73.857,43.701,16.309,1
C2819,CG1,29.54,1.321,1.251,2021-03-26,22.902,65.968,30.271,16.309,1
C2820,CG1,29.537,1.312,20.288,2021-01-01,27.777,80.806,54.111,16.309,1
C2821,CG1,29.542,1.151,1.609,2021-02-08,26.076,73.857,21.457,16.309,1
C2822,CG1,29.542,1.282,2.145,2021-01-15,28.917,78.097,54.709,16.309,1
C2824,CG1,29.543,1.28,1.788,2021-01-01,28.133,80.806,39.387,16.309,1
C2826,CG1,29.543,1.251,1.162,2021-01-15,29.208,78.097,36.937,16.309,1
C2828,CG1,29.542,1.298,8.223,2021-03-14,24.631,68.29,46.135,16.309,1
C2829,CG1,29.544,1.254,2.145,2021-07-12,18.323,41.129,48.968,16.309,1
C2830,CG1,29.544,1.304,2.056,2021-07-12,16.226,41.129,35.14,16.309,1
C2831,CG1,29.545,1.257,1.251,2021-06-06,19.589,53.0,41.044,16.309,1
C2832,CG1,29.544,1.282,1.251,2021-03-02,23.511,70.613,43.844,16.309,1
C2833,CG1,29.545,1.298,1.966,2021-01-13,27.085,78.484,50.651,16.309,1
C2834,CG1,29.546,1.271,1.251,2021-01-15,29.835,78.097,47.015,16.309,1
C2835,CG1,29.546,1.265,2.234,2021-06-06,20.843,53.0,35.077,16.309,1
C2836,CG1,29.546,1.286,1.877,2021-02-08,25.604,73.857,45.319,16.309,1
C2837,CG1,29.547,1.272,1.162,2021-03-04,24.506,70.226,34.719,16.309,1
C2838,CG1,29.548,1.266,1.877,2021-04-09,25.694,63.8,32.955,16.309,1
C2839,CG1,29.548,1.256,3.128,2021-01-03,30.244,80.419,50.61,16.309,1
C2840,CG1,29.547,1.274,3.039,2021-02-18,25.698,72.429,37.194,16.309,1
C2841,CG1,29.549,1.322,1.341,2021-09-22,10.267,23.6,26.88,16.309,1
C2842,CG1,29.549,1.252,9.474,2021-05-13,21.02,58.484,49.117,16.309,1
C2843,CG1,29.55,1.258,3.039,2021-03-26,23.243,65.968,44.162,16.309,1
C2844,CG1,29.556,1.26,1.251,2021-01-01,30.024,80.806,37.828,16.309,1
C2845,CG1,29.555,1.232,1.609,2021-01-25,30.316,76.161,29.819,16.309,1
C2846,CG1,29.557,1.237,1.251,2021-03-28,25.3,65.581,48.543,16.309,1
C2847,CG1,29.558,1.231,1.877,2021-01-27,31.715,75.774,32.423,16.309,1
C2848,CG1,29.558,1.234,1.698,2021-01-01,31.848,80.806,49.47,16.309,1
C2849,CG1,29.557,1.252,16.177,2021-06-12,18.978,51.0,51.365,16.309,1
C2850,CG1,29.56,1.301,1.609,2021-03-28,24.243,65.581,39.922,16.309,1
C2851,CG1,29.562,1.285,1.43,2021-03-26,24.985,65.968,41.945,16.309,1
C2852,CG1,29.563,1.271,3.128,2021-01-01,30.95,80.806,43.458,16.309,1
C2853,CG1,29.564,1.209,2.413,2021-01-01,23.26,80.806,41.068,16.309,1
C2855,CG1,29.565,1.321,1.787,2021-03-16,23.256,67.903,42.14,16.309,1
C2856,CG1,29.565,1.323,1.787,2021-03-04,21.612,70.226,37.955,16.309,1
C2857,CG1,29.565,1.274,1.519,2021-01-01,29.913,80.806,45.552,16.309,1
C2858,CG1,29.566,1.231,1.073,2021-03-14,22.976,68.29,35.452,16.309,1
C2859,CG1,29.566,1.209,1.073,2021-01-01,24.921,80.806,27.078,16.309,1
C2860,CG1,29.566,1.295,3.039,2021-01-15,27.361,78.097,39.383,16.309,1
C2861,CG1,29.568,1.249,1.609,2021-03-04,23.423,70.226,51.135,16.309,1
C2862,CG1,29.57,1.286,2.681,2021-04-09,22.41,63.8,41.358,16.309,1
C2863,CG1,29.571,1.329,1.787,2021-01-25,25.531,76.161,31.404,16.309,1
C2864,CG1,29.571,1.227,1.162,2021-01-03,28.947,80.419,31.041,16.309,1
C2865,CG1,29.571,1.254,1.519,2021-06-18,17.226,49.0,40.357,16.309,1
C2866,CG1,29.572,1.284,1.698,2021-02-06,26.39,74.143,40.347,16.309,1
C2867,CG1,29.574,1.22,1.073,2021-03-26,24.32,65.968,33.734,16.309,1
C2868,CG1,29.575,1.248,1.966,2021-05-15,22.51,58.097,51.153,16.309,1
C2869,CG1,29.574,1.325,1.787,2021-01-13,26.652,78.484,40.641,16.309,1
C2870,CG1,29.577,1.275,2.771,2021-03-26,23.877,65.968,44.656,16.309,1
C2871,CG1,29.576,1.257,3.664,2021-03-26,22.927,65.968,41.145,16.309,1
C2872,CG2,23.303,-4.011,2.676,2021-06-11,17.371,16.267,26.495,16.309,1
C2873,CG2,23.303,-4.065,1.516,2021-05-30,21.136,17.065,32.205,16.309,1
C2874,CG2,23.304,-4.056,1.159,2021-06-11,17.465,16.267,29.063,16.309,1
C2875,CG2,23.305,-4.059,5.797,2021-09-27,5.668,7.3,24.197,16.309,1
C2876,CG2,23.305,-4.065,1.427,2021-06-23,17.273,15.467,26.267,16.309,1
C2877,CG2,23.306,-4.004,1.338,2021-09-03,7.549,9.7,26.79,16.309,1
C2878,CG2,23.308,-3.881,1.427,2021-05-30,19.097,17.065,31.96,16.309,1
C2879,CG2,23.311,-4.023,1.605,2022-01-01,0.0,0.0,24.206,16.309,1
C2880,CG2,23.311,-3.872,1.07,2021-07-05,13.84,14.516,20.738,16.309,1
C2882,CG2,23.313,-4.057,2.408,2021-05-30,18.701,17.065,34.651,16.309,1
C2883,CG2,23.315,-4.03,6.689,2021-05-30,18.517,17.065,37.998,16.309,1
C2884,CG2,23.317,-4.023,7.937,2021-09-03,7.065,9.7,25.165,16.309,1
C2885,CG2,23.317,-3.871,1.784,2021-03-31,23.475,21.0,30.73,16.309,1
C2886,CG2,23.318,-3.875,1.338,2021-05-30,21.029,17.065,24.548,16.309,1
C2887,CG2,23.318,-3.874,1.07,2021-07-17,12.322,13.355,26.54,16.309,1
