s2_2224,lon,lat
5.9072244873928845,34.294806,31.281743
7.295675553069732,34.297957,31.281711
9.375724546115334,34.244425,31.284947
10.586311279658231,34.247577,31.284917
5.7685237036205725,34.250728,31.284886
5.447775057381055,34.253879,31.284855
4.897686801759459,34.25703,31.284825
6.665390076397008,34.260181,31.284794
5.999304177126035,34.263332,31.284763
5.233092758159447,34.266483,31.284732
5.932477866269286,34.269634,31.284701
5.009984078583253,34.272786,31.284669
5.248433689133785,34.275937,31.284638
4.99498228703423,34.279088,31.284607
6.523507799380942,34.282239,31.284575
6.849191441794384,34.28539,31.284544
5.735120782948255,34.288541,31.284512
4.585404551464283,34.291692,31.284481
5.9729278435611,34.294843,31.284449
6.4321923475442055,34.297994,31.284417
11.199811720474619,34.244461,31.287654
9.817164866912645,34.247612,31.287623
8.140555616631103,34.250764,31.287592
5.58857708128914,34.253915,31.287562
4.510561794676125,34.257066,31.287531
7.7244104838486125,34.260217,31.2875
6.835437569127866,34.263368,31.287469
5.3412808109194945,34.26652,31.287438
6.172168134150756,34.269671,31.287407
4.514036160444298,34.272822,31.287376
8.249715097600141,34.275973,31.287344
6.566751792887636,34.279124,31.287313
6.091218614053808,34.282275,31.287282
7.561827947576095,34.285427,31.28725
8.750329080381306,34.288578,31.287219
6.673561253906053,34.291729,31.287187
6.1144397026252415,34.29488,31.287155
6.137298872330029,34.298031,31.287123
8.179526979524667,34.244497,31.29036
12.781860112733613,34.247648,31.290329
9.118254171060691,34.250799,31.290299
7.100576034841494,34.253951,31.290268
6.0107349801160925,34.257102,31.290237
5.549695074774287,34.260253,31.290206
5.88496700977826,34.263404,31.290175
5.953370824161059,34.266556,31.290144
5.492841943090097,34.269707,31.290113
4.796497491464153,34.272858,31.290082
4.855075441164773,34.27601,31.290051
7.329293897873687,34.279161,31.290019
8.853258226881204,34.282312,31.289988
5.939068694605776,34.285463,31.289956
6.826811909130199,34.288615,31.289925
6.771708461621495,34.291766,31.289893
6.336259860362577,34.294917,31.289861
6.16563749435859,34.298068,31.289829
14.655589222602789,34.241381,31.293096
9.698172030733684,34.244532,31.293066
14.856766383275003,34.247684,31.293035
10.604825528826014,34.250835,31.293005
7.876752242277747,34.253986,31.292974
7.529320874211122,34.257138,31.292943
4.370508402378447,34.260289,31.292912
6.40844058482653,34.263441,31.292881
5.769645755916182,34.266592,31.29285
5.024758305876766,34.269743,31.292819
4.893613249829932,34.272895,31.292788
6.109216575421559,34.276046,31.292757
7.929719591515478,34.279197,31.292725
10.02822160864677,34.282349,31.292694
8.838892373386079,34.2855,31.292662
7.475176472345633,34.288651,31.292631
6.523582057744934,34.291803,31.292599
6.385134840028232,34.294954,31.292567
6.09485351208738,34.298105,31.292536
16.84799560590419,34.238265,31.295833
17.74463798385138,34.241416,31.295803
12.865907247149012,34.244568,31.295772
13.816061356778158,34.247719,31.295742
11.19242944406898,34.250871,31.295711
7.757455685554058,34.254022,31.29568
6.685969188536493,34.257174,31.295649
6.020598723489957,34.260325,31.295618
7.200480751304462,34.263477,31.295588
7.453688472254606,34.266628,31.295556
5.751578595559789,34.26978,31.295525
6.870566841422613,34.272931,31.295494
8.344561054710113,34.276083,31.295463
6.738451906352913,34.279234,31.295432
7.300122799339812,34.282385,31.2954
8.087053057865544,34.285537,31.295369
11.148873273523009,34.288688,31.295337
6.764069799227103,34.29184,31.295305
6.138014485649417,34.294991,31.295274
5.988705814005963,34.298143,31.295242
21.662227388535438,34.235148,31.29857
22.514299624142676,34.2383,31.298539
18.43513827226346,34.241452,31.298509
10.897606389619087,34.244603,31.298478
11.44070427601072,34.247755,31.298448
8.16366497119175,34.250906,31.298417
8.025163923026541,34.254058,31.298386
6.305360351876499,34.25721,31.298356
7.495679335945797,34.260361,31.298325
8.414493699990468,34.263513,31.298294
8.907778829608532,34.266664,31.298263
6.0745362117112425,34.269816,31.298232
7.56396393180177,34.272967,31.2982
7.2003096562864455,34.276119,31.298169
8.399673676516231,34.279271,31.298138
7.109380091001513,34.282422,31.298106
8.16147761673902,34.285574,31.298075
7.023806697499311,34.288725,31.298043
6.287527825343319,34.291877,31.298011
5.203073391208454,34.295028,31.29798
7.205532312304932,34.29818,31.297948
20.973181626739294,34.235184,31.301276
19.272645962870886,34.238335,31.301245
14.718034368058715,34.241487,31.301215
10.624861209219937,34.244639,31.301185
7.4182189614847385,34.247791,31.301154
7.465747437797446,34.250942,31.301123
9.547814378795742,34.254094,31.301093
7.223298354980771,34.257246,31.301062
7.796171676578735,34.260397,31.301031
8.381195176516131,34.263549,31.301
8.910352093072772,34.266701,31.300969
6.707991092744897,34.269852,31.300938
7.9083571805206985,34.273004,31.300906
8.159089230639614,34.276155,31.300875
7.528259630920214,34.279307,31.300844
8.28339928635384,34.282459,31.300812
