event_id,region,gid,in_custom_box,lon,lat,area_ha,classname,view_date,n_s1_obs,sar_date,shift_vv_db,shift_vh_db,sar_r2,sar_t,gap_days,ang_mean_deg,ang_npx,tau_deg,registered,radd_first_date,radd_npx,clear_total_2021,p1_bracketed,p1_bracket_mid,sar_minus_mid_days,inside_tightened,block
A_986,A,73965_hist,False,-55.6668,-4.4476,16.1267,DESMATAMENTO_CR,2021-07-26,97,2021-07-12,-0.3488,-0.399,0.1992,-5.1107,6,40.1187,1545,11.3934,1,2021-06-09,420,27,True,2021-06-28,14.0,True,-112_-9
A_987,A,73967_hist,False,-55.5935,-4.4207,40.1648,DESMATAMENTO_CR,2021-07-26,97,2020-11-23,0.3767,0.2448,0.1576,4.3547,11,35.6549,3824,11.3934,1,2021-07-15,287,25,False,,,,-112_-9
A_988,A,73968_hist,False,-55.7468,-4.3472,24.9174,DESMATAMENTO_CR,2021-07-26,97,2021-08-05,-0.6012,-0.5865,0.2391,-5.6475,6,47.4308,2446,11.3934,1,2021-07-15,980,31,True,2021-07-22,14.0,False,-112_-9
A_989,A,73972_hist,False,-55.094,-4.2872,8.0834,DESMATAMENTO_CR,2021-07-26,97,2020-12-17,0.3872,0.2596,0.0994,3.5056,11,42.6269,744,11.3934,1,2021-06-09,211,24,False,,,,-111_-9
A_990,A,73973_hist,False,-55.0742,-4.2756,9.1331,DESMATAMENTO_CR,2021-07-26,97,2020-10-27,0.2897,0.3363,0.0985,3.5493,5,30.7662,860,11.3934,1,2021-07-21,125,23,False,,,,-111_-9
A_991,A,73975_hist,False,-55.7086,-4.3832,17.1652,DESMATAMENTO_CR,2021-07-26,97,2022-01-17,0.4257,0.5005,0.0566,2.4846,11,39.0096,1637,11.3934,1,2021-01-16,484,28,False,,,,-112_-9
A_992,A,73979_hist,False,-55.1022,-4.1874,13.0935,DESMATAMENTO_CR,2021-07-26,97,2021-07-24,-1.1027,-1.3868,0.363,-7.5861,6,36.3189,1240,11.3934,1,2021-07-21,1028,22,True,2021-07-25,-1.0,True,-111_-9
A_993,A,73984_hist,False,-55.5016,-4.3343,15.0366,DESMATAMENTO_CR,2021-07-26,97,2021-07-24,-0.2822,-0.3597,0.1277,-3.9213,6,37.2206,1434,11.3934,1,2021-07-21,319,25,False,,,,-112_-9
A_994,A,73999_hist,False,-55.5622,-4.2274,19.1022,DESMATAMENTO_CR,2021-07-26,97,2021-08-17,-0.7471,-0.8793,0.2735,-6.1844,6,50.5072,1820,11.3934,1,2021-07-15,618,28,False,,,,-112_-9
A_995,A,74003_hist,False,-55.4992,-4.3329,7.0764,DESMATAMENTO_CR,2021-07-26,97,2021-07-24,-0.4357,-0.549,0.2108,-5.8993,6,35.2544,675,11.3934,1,2021-07-15,229,26,False,,,,-111_-9
A_996,A,76520_hist,False,-56.3246,-4.3945,9.4509,DESMATAMENTO_CR,2021-07-28,97,2021-06-30,-0.6827,-0.6311,0.2619,-6.1926,6,31.6926,894,11.3934,1,2021-07-03,314,31,False,,,,-113_-9
A_997,A,76522_hist,False,-56.3129,-4.276,15.406,DESMATAMENTO_CR,2021-07-28,97,2021-07-06,-0.5221,-0.3866,0.1444,-4.042,5,18.981,1426,11.3934,1,2021-03-17,159,26,False,,,,-113_-9
A_998,A,76532_hist,False,-56.3766,-4.2422,8.3294,DESMATAMENTO_CR,2021-07-28,97,2020-12-17,0.5387,0.5398,0.3252,7.9933,11,22.6299,741,11.3934,1,2021-06-15,42,26,False,,,,-113_-9
A_999,A,76678_hist,False,-55.2051,-4.4435,8.7077,DESMATAMENTO_CR,2021-07-29,97,2021-01-25,-0.8872,-0.824,0.3687,-8.0791,6,53.441,804,11.3934,1,2021-01-10,207,20,False,,,,-111_-9
A_1000,A,76679_hist,False,-55.1846,-4.4433,11.1562,DESMATAMENTO_CR,2021-07-29,93,2020-08-04,-1.4833,-1.3321,0.1525,-4.0945,5,40.4269,1014,11.3934,1,2021-01-28,7,24,False,,,,-111_-9
A_1001,A,76680_hist,False,-55.1792,-4.214,9.9994,DESMATAMENTO_CR,2021-07-29,97,2021-09-10,-0.8152,-0.9277,0.311,-6.9136,6,30.8428,939,11.3934,1,2021-08-02,685,25,True,2021-08-08,33.0,False,-111_-9
A_1002,A,76682_hist,False,-55.1854,-4.26,10.4223,DESMATAMENTO_CR,2021-07-29,97,2020-12-26,0.7839,0.8958,0.3812,8.1101,5,28.8525,970,11.3934,1,2022-02-28,4,22,False,,,,-111_-9
A_1003,A,76686_hist,False,-55.0684,-4.2707,8.0222,DESMATAMENTO_CR,2021-07-29,97,2020-10-27,0.3902,0.649,0.0777,2.8992,5,45.9837,733,11.3934,1,2021-05-04,102,23,False,,,,-111_-9
A_1004,A,76688_hist,False,-55.0752,-4.3627,9.8931,DESMATAMENTO_CR,2021-07-29,97,2021-07-24,-0.9072,-0.8399,0.3302,-7.122,6,38.6328,853,11.3934,1,2021-06-09,521,23,True,2021-07-20,4.0,True,-111_-9
A_1005,A,77718_hist,True,-55.9952,-5.1933,17.6726,DESMATAMENTO_CR,2021-07-31,93,2020-10-09,0.4075,0.3486,0.1369,4.2503,6,39.1769,1705,11.3934,1,2021-07-21,210,19,True,2021-07-25,-289.0,False,-112_-11
A_1006,A,77722_hist,True,-56.0264,-5.1146,9.619,DESMATAMENTO_CR,2021-07-31,93,2021-07-24,-1.3091,-1.2821,0.6744,-15.3263,6,36.5007,901,11.3934,1,2021-07-15,534,28,False,,,,-113_-11
A_1007,A,77728_hist,True,-56.0394,-4.8946,66.9935,DESMATAMENTO_CR,2021-07-31,93,2021-07-24,-0.7085,-0.6889,0.3462,-7.1448,6,38.6514,6544,11.3934,1,2021-06-21,3638,28,False,,,,-113_-10
A_1008,A,77729_hist,True,-56.0315,-4.7961,3.5023,DESMATAMENTO_CR,2021-07-31,93,2021-07-30,-0.9583,-1.2329,0.4349,-9.5852,5,37.1085,303,11.3934,1,2021-05-10,185,29,False,,,,-113_-10
A_1009,A,77730_hist,True,-56.032,-4.7946,2.7601,DESMATAMENTO_CR,2021-07-31,93,2022-01-05,0.6645,0.7335,0.0814,3.182,12,37.6837,244,11.3934,1,2021-07-21,148,28,False,,,,-113_-10
A_1010,A,77733_hist,True,-56.1326,-5.0035,11.2701,DESMATAMENTO_CR,2021-07-31,93,2021-07-24,-1.0552,-1.0442,0.3543,-7.2535,6,40.8349,1085,11.3934,1,2021-05-16,746,29,False,,,,-113_-11
A_1011,A,77737_hist,True,-56.1735,-5.1341,8.1229,DESMATAMENTO_CR,2021-07-31,93,2021-08-23,-2.1077,-2.6929,0.5846,-11.6493,5,44.0644,765,11.3934,1,2021-07-21,732,25,True,2021-07-21,33.0,False,-113_-11
A_1012,A,77739_hist,True,-56.1665,-5.1355,6.6332,DESMATAMENTO_CR,2021-07-31,93,2021-08-17,-2.5986,-2.7289,0.7383,-16.8334,6,39.4151,608,11.3934,1,2021-05-04,587,25,True,2021-07-21,27.0,False,-113_-11
A_1013,A,78489_hist,True,-56.2304,-4.9244,8.9227,DESMATAMENTO_CR,2021-08-02,93,2021-06-24,-0.3466,-0.347,0.1088,-3.5325,5,42.3765,816,11.3934,1,2021-06-27,354,23,False,,,,-113_-10
A_1014,A,78778_hist,False,-56.2592,-4.0068,6.9135,DESMATAMENTO_CR,2021-08-03,97,2021-08-05,-1.5467,-1.5037,0.4174,-8.507,6,32.9005,649,11.3934,1,2021-07-27,570,25,True,2021-08-02,3.0,False,-113_-9
A_1015,A,78780_hist,False,-56.3719,-4.3141,6.8986,DESMATAMENTO_CR,2021-08-03,97,2021-08-05,-0.6834,-0.5822,0.3458,-7.9093,6,31.293,636,11.3934,1,2021-05-16,275,27,False,,,,-113_-9
A_1016,A,78797_hist,True,-56.2019,-4.8045,13.4691,DESMATAMENTO_CR,2021-08-03,93,2021-07-30,-1.092,-1.1636,0.3785,-7.622,5,42.8839,1295,11.3934,1,2021-02-21,844,27,True,2021-07-22,8.0,True,-113_-10
A_1017,A,78798_hist,True,-56.2015,-4.8729,7.709,DESMATAMENTO_CR,2021-08-03,93,2021-07-30,-1.5688,-1.6732,0.5829,-11.9721,5,37.0843,720,11.3934,1,2021-07-09,641,31,False,,,,-113_-10
A_1018,A,78802_hist,False,-55.3533,-3.9932,12.4949,DESMATAMENTO_CR,2021-08-03,97,2021-08-05,-0.7408,-0.8478,0.2077,-5.1865,6,44.9482,1195,11.3934,1,2021-07-27,572,29,False,,,,-111_-8
A_1019,A,78808_hist,False,-55.3353,-4.0224,9.2895,DESMATAMENTO_CR,2021-08-03,97,2021-12-03,0.4409,0.5387,0.08,3.0764,6,32.8809,861,11.3934,1,2021-07-27,177,57,False,,,,-111_-9
A_1020,A,78938_hist,False,-55.3424,-4.022,51.0155,DESMATAMENTO_CR,2021-08-03,97,2020-12-26,0.3453,0.3297,0.1976,5.3978,5,29.5608,4976,11.3934,1,2021-06-03,337,56,False,,,,-111_-9
A_1021,A,78939_hist,False,-55.3931,-3.9824,8.3935,DESMATAMENTO_CR,2021-08-03,97,2020-12-26,0.3567,0.2946,0.0943,3.4694,5,43.2962,782,11.3934,1,2021-07-15,216,22,False,,,,-111_-8
A_1022,A,78947_hist,False,-55.4379,-4.3343,9.4946,DESMATAMENTO_CR,2021-08-03,97,2020-12-26,0.3606,0.346,0.108,3.7084,5,37.2391,904,11.3934,1,2021-07-15,126,27,False,,,,-111_-9
A_1023,A,78949_hist,False,-55.3618,-4.3436,18.2708,DESMATAMENTO_CR,2021-08-03,97,2020-12-05,0.4274,0.3087,0.2172,5.7699,12,29.6524,1751,11.3934,1,2021-06-09,87,56,False,,,,-111_-9
A_1024,A,78958_hist,False,-55.3941,-4.4924,10.4069,DESMATAMENTO_CR,2021-08-03,93,2021-07-24,-0.4818,-0.586,0.2759,-6.3696,6,40.7159,1005,11.3934,1,2021-07-15,341,49,False,,,,-111_-9
A_1025,A,78960_hist,True,-55.8856,-4.8932,7.4328,DESMATAMENTO_CR,2021-08-03,93,2021-07-30,-0.9048,-0.6767,0.312,-6.7855,5,38.6868,676,11.3934,1,2021-07-03,173,27,True,2021-07-26,4.0,True,-112_-10
A_1026,A,78976_hist,True,-55.9655,-4.8048,11.4451,DESMATAMENTO_CR,2021-08-03,93,2021-07-12,-0.8716,-1.151,0.382,-7.8729,6,49.4569,1033,11.3934,1,2021-02-27,748,28,False,,,,-112_-10
A_1027,A,78980_hist,True,-55.8314,-4.7562,9.3849,DESMATAMENTO_CR,2021-08-03,93,2021-10-16,0.4998,0.6464,0.3054,7.106,6,32.1219,888,11.3934,1,2021-07-03,54,24,False,,,,-112_-10
A_1028,A,80180_hist,True,-56.2304,-4.927,12.5837,DESMATAMENTO_CR,2021-08-06,93,2021-06-24,-0.3699,-0.3679,0.1272,-3.9417,5,36.3218,1181,11.3934,1,2021-01-10,384,24,False,,,,-113_-10
A_1029,A,80183_hist,False,-56.1084,-5.207,17.3474,DESMATAMENTO_CR,2021-08-06,93,2021-07-30,-0.5882,-0.4886,0.2116,-5.0787,5,36.263,1584,11.3934,1,2021-06-15,668,22,False,,,,-113_-11
A_1030,A,80185_hist,True,-56.1697,-5.1337,26.1037,DESMATAMENTO_CR,2021-08-06,93,2021-08-23,-1.4643,-1.9043,0.4538,-8.8458,5,43.8417,2547,11.3934,1,2021-01-04,2376,25,True,2021-07-21,33.0,False,-113_-11
A_1031,A,80186_hist,True,-56.238,-5.0702,13.4639,DESMATAMENTO_CR,2021-08-06,93,2020-10-21,0.2794,0.2561,0.0993,3.5878,6,34.0545,1292,11.3934,1,2021-08-02,116,26,True,2021-08-02,-285.0,False,-113_-11
A_1032,A,80187_hist,True,-56.2257,-5.0744,21.7101,DESMATAMENTO_CR,2021-08-06,93,2021-07-30,-0.7328,-0.6449,0.4722,-9.7554,5,28.6523,2097,11.3934,1,2021-07-09,618,28,True,2021-08-02,-3.0,True,-113_-11
A_1033,A,80188_hist,True,-56.2335,-5.0679,13.2369,DESMATAMENTO_CR,2021-08-06,93,2021-12-15,-0.5966,-0.3943,0.1388,-4.286,6,34.3517,1218,11.3934,1,2021-07-21,407,27,True,2021-08-02,135.0,False,-113_-11
A_1034,A,80189_hist,True,-56.233,-4.8791,9.9842,DESMATAMENTO_CR,2021-08-06,93,2021-06-30,-0.7816,-0.6256,0.3086,-6.7283,6,33.8479,885,11.3934,1,2021-06-03,96,29,False,,,,-113_-10
A_1035,A,80192_hist,False,-55.5246,-4.4299,38.489,DESMATAMENTO_CR,2021-08-06,97,2022-01-17,0.7104,0.6611,0.1544,4.3734,11,47.0954,3764,11.3934,1,2021-07-27,847,26,False,,,,-112_-9
A_1036,A,80193_hist,True,-55.5793,-4.5141,14.7876,DESMATAMENTO_CR,2021-08-06,97,2021-08-05,-0.3343,-0.1519,0.1062,-3.4545,6,39.9873,1436,11.3934,1,2021-07-15,391,18,True,2021-08-04,1.0,True,-112_-10
A_1037,A,80194_hist,True,-55.8572,-4.7788,12.0895,DESMATAMENTO_CR,2021-08-06,93,2021-08-05,-0.814,-0.9334,0.3088,-6.624,6,53.5681,1140,11.3934,1,2021-06-21,769,26,False,,,,-112_-10
A_1038,A,80199_hist,False,-55.5453,-4.4846,72.0389,DESMATAMENTO_CR,2021-08-06,97,2020-12-26,0.2832,0.2445,0.1135,3.6094,5,40.9443,6951,11.3934,1,2021-07-09,1238,23,True,2021-07-21,-207.0,False,-112_-9
A_1039,A,80200_hist,True,-55.8046,-4.9115,13.8718,DESMATAMENTO_CR,2021-08-06,93,2021-08-17,-0.4952,-0.7965,0.1257,-3.7054,6,48.9744,1332,11.3934,1,2021-07-15,790,24,False,,,,-112_-10
A_1040,A,80201_hist,True,-55.8662,-4.8037,12.132,DESMATAMENTO_CR,2021-08-06,93,2021-08-05,-1.1159,-1.1237,0.467,-9.2467,6,38.5508,1161,11.3934,1,2021-07-15,759,31,False,,,,-112_-10
A_1041,A,80205_hist,True,-55.7219,-4.5836,6.7121,DESMATAMENTO_CR,2021-08-06,97,2021-06-30,-0.4874,-0.486,0.1408,-4.1572,6,42.2638,616,11.3934,1,2021-06-27,301,28,False,,,,-112_-10
A_1042,A,80207_hist,False,-55.6125,-4.4585,8.9469,DESMATAMENTO_CR,2021-08-06,97,2020-12-17,0.4487,0.4328,0.2127,6.0288,11,34.9836,831,11.3934,1,2021-07-27,29,18,False,,,,-112_-9
A_1043,A,80209_hist,True,-55.6249,-4.5478,81.4696,DESMATAMENTO_CR,2021-08-06,97,2020-12-26,0.2856,0.2459,0.163,4.602,5,27.4837,8024,11.3934,1,2021-07-09,542,21,False,,,,-112_-10
A_1044,A,80212_hist,False,-55.5277,-4.3527,7.1254,DESMATAMENTO_CR,2021-08-06,97,2021-07-24,-1.1796,-1.1506,0.5617,-11.8878,6,39.0969,651,11.3934,1,2021-07-21,106,30,False,,,,-112_-9
A_1045,A,80213_hist,False,-55.5041,-4.3348,13.0849,DESMATAMENTO_CR,2021-08-06,97,2022-01-17,0.4445,0.3646,0.0618,2.6604,11,38.2541,1227,11.3934,1,2021-07-27,302,23,False,,,,-112_-9
A_1046,A,80216_hist,False,-55.5637,-4.4916,8.0199,DESMATAMENTO_CR,2021-08-06,97,2021-09-22,0.5031,0.4682,0.2295,6.0814,6,35.4537,722,11.3934,1,2021-07-09,16,23,False,,,,-112_-9
A_1047,A,80217_hist,False,-55.5809,-4.4645,20.1395,DESMATAMENTO_CR,2021-08-06,97,2022-01-17,0.5531,0.6491,0.157,4.5554,11,47.8259,1924,11.3934,1,2021-08-02,114,21,False,,,,-112_-9
A_1048,A,80218_hist,False,-55.5847,-4.4607,10.26,DESMATAMENTO_CR,2021-08-06,97,2021-11-11,0.7777,0.8318,0.3383,7.6283,2,45.4044,982,11.3934,1,2021-07-27,129,24,False,,,,-112_-9
A_1049,A,80221_hist,False,-55.5908,-4.3583,13.1766,DESMATAMENTO_CR,2021-08-06,97,2022-01-17,0.4201,0.6369,0.1023,3.5388,11,47.2598,1207,11.3934,1,2021-07-15,323,29,False,,,,-112_-9
A_1050,A,80224_hist,True,-55.6022,-4.5204,10.879,DESMATAMENTO_CR,2021-08-06,97,2021-11-11,0.4925,0.2751,0.0573,2.3732,2,47.9504,1010,11.3934,1,2021-07-21,458,17,False,,,,-112_-10
A_1051,A,80227_hist,False,-55.5295,-4.4673,7.247,DESMATAMENTO_CR,2021-08-06,97,2021-01-25,0.6332,0.4284,0.2402,6.1923,6,35.6615,682,11.3934,1,2021-07-27,4,20,True,2021-07-22,-178.0,False,-112_-9
A_1052,A,80230_hist,False,-55.5938,-4.3077,23.9735,DESMATAMENTO_CR,2021-08-06,97,2021-09-04,-0.5503,-0.5565,0.2279,-5.4747,5,48.839,2280,11.3934,1,2021-06-27,1120,21,False,,,,-112_-9
A_1053,A,80233_hist,False,-55.5804,-4.2718,7.8626,DESMATAMENTO_CR,2021-08-06,97,2021-07-12,-0.2858,-0.329,0.0779,-3.0016,6,42.5717,743,11.3934,1,2021-07-15,73,26,False,,,,-112_-9
A_1054,A,80234_hist,False,-55.2334,-4.3963,12.5561,DESMATAMENTO_CR,2021-08-06,97,2022-01-05,-0.6482,-0.398,0.1245,-3.8472,12,40.4593,1210,11.3934,1,2021-08-02,216,25,False,,,,-111_-9
A_1055,A,80235_hist,False,-55.2212,-4.3472,13.367,DESMATAMENTO_CR,2021-08-06,97,2021-09-10,-0.5359,-0.5808,0.1711,-4.6643,6,37.0035,1284,11.3934,1,2021-07-27,545,30,True,2021-08-17,24.0,False,-111_-9
A_1056,A,80269_hist,False,-55.4142,-4.4753,14.1441,DESMATAMENTO_CR,2021-08-06,97,2021-05-13,-0.2228,-0.2091,0.0715,-2.9032,6,44.3004,1340,11.3934,1,2021-01-04,290,49,False,,,,-111_-9
A_1057,A,80287_hist,False,-55.3742,-4.4326,98.8977,DESMATAMENTO_CR,2021-08-06,97,2020-12-17,0.2421,0.1537,0.053,2.297,11,36.2539,9739,11.3934,1,2021-07-03,1938,47,False,,,,-111_-9
A_1058,A,80303_hist,False,-55.4206,-4.3767,51.1155,DESMATAMENTO_CR,2021-08-06,97,2020-12-17,0.256,0.1974,0.0866,3.0875,11,34.8306,4975,11.3934,1,2021-01-04,838,46,False,,,,-111_-9
A_1059,A,80313_hist,False,-55.4004,-4.3447,8.9053,DESMATAMENTO_CR,2021-08-06,97,2020-12-17,0.5067,0.4734,0.1764,4.8165,11,32.3219,822,11.3934,1,2021-07-21,69,44,False,,,,-111_-9
A_1060,A,80331_hist,False,-55.3205,-4.3339,10.9798,DESMATAMENTO_CR,2021-08-06,97,2021-02-12,0.6095,0.6961,0.2546,6.171,5,32.3675,1002,11.3934,1,2021-08-02,88,45,False,,,,-111_-9
A_1061,A,80339_hist,False,-55.3632,-4.3262,11.8453,DESMATAMENTO_CR,2021-08-06,97,2021-07-18,0.7608,0.7034,0.3683,8.0094,5,33.1347,1094,11.3934,1,2021-08-08,105,45,False,,,,-111_-9
A_1062,A,80357_hist,False,-55.4692,-4.2173,30.446,DESMATAMENTO_CR,2021-08-06,97,2021-08-17,-0.8094,-0.9629,0.3232,-6.9969,6,46.9139,2904,11.3934,1,2021-07-21,1700,24,False,,,,-111_-9
A_1063,A,80371_hist,False,-55.3323,-4.1968,8.7657,DESMATAMENTO_CR,2021-08-06,97,2021-11-15,0.5543,0.5911,0.1488,4.2768,5,34.2492,816,11.3934,1,2021-07-27,120,50,True,2021-08-06,101.0,False,-111_-9
A_1064,A,81252_hist,True,-56.0165,-4.8606,18.2334,DESMATAMENTO_CR,2021-08-09,93,2021-08-17,-0.4947,-0.5879,0.2132,-5.2632,6,46.2922,1663,11.3934,1,2021-07-15,938,23,False,,,,-113_-10
A_1065,A,81254_hist,True,-55.923,-4.6803,13.5083,DESMATAMENTO_CR,2021-08-09,93,2021-06-30,-1.13,-1.0427,0.4542,-9.1338,6,41.0903,1292,11.3934,1,2021-06-27,701,33,False,,,,-112_-10
A_1066,A,81257_hist,True,-55.9909,-4.7749,40.084,DESMATAMENTO_CR,2021-08-09,93,2021-09-04,-1.6752,-2.1884,0.4645,-8.972,5,52.0811,3880,11.3934,1,2021-06-15,3612,29,False,,,,-112_-10
A_1067,A,81259_hist,True,-55.9706,-4.7978,12.4204,DESMATAMENTO_CR,2021-08-09,93,2021-07-24,-0.2988,-0.5649,0.1329,-3.9219,6,47.0249,1170,11.3934,1,2021-06-03,589,31,False,,,,-112_-10
A_1068,A,81260_hist,True,-56.1685,-4.7934,8.6361,DESMATAMENTO_CR,2021-08-09,93,2021-07-30,-1.3388,-1.2924,0.6387,-14.274,5,39.4424,824,11.3934,1,2021-07-27,444,29,False,,,,-113_-10
A_1069,A,81261_hist,True,-56.1224,-4.5879,29.4987,DESMATAMENTO_CR,2021-08-09,97,2021-08-05,-0.5713,-0.4901,0.2447,-5.6437,6,39.1855,2775,11.3934,1,2021-01-10,1548,19,False,,,,-113_-10
A_1070,A,81263_hist,True,-56.1136,-4.6738,11.9932,DESMATAMENTO_CR,2021-08-09,97,2021-08-05,-0.499,-0.4417,0.1133,-3.5447,6,43.5243,1125,11.3934,1,2021-07-09,849,29,False,,,,-113_-10
A_1071,A,81265_hist,True,-56.2021,-4.6533,7.1532,DESMATAMENTO_CR,2021-08-09,97,2021-06-24,-0.8612,-0.5626,0.2897,-6.6305,5,40.3228,656,11.3934,1,2021-03-29,340,32,False,,,,-113_-10
A_1072,A,81268_hist,True,-55.9955,-5.1892,61.5633,DESMATAMENTO_CR,2021-08-09,93,2020-09-21,0.4202,0.3032,0.1289,3.8596,5,34.8569,6037,11.3934,1,2021-07-21,934,22,True,2021-07-25,-307.0,False,-112_-11
A_1073,A,81270_hist,True,-56.0366,-4.898,6.5497,DESMATAMENTO_CR,2021-08-09,93,2021-08-17,-1.2018,-1.4178,0.4535,-9.1531,6,44.3613,610,11.3934,1,2021-07-27,428,29,False,,,,-113_-10
A_1074,A,81272_hist,True,-56.2058,-4.8601,6.2618,DESMATAMENTO_CR,2021-08-09,93,2021-07-30,-1.1882,-1.3496,0.7099,-18.011,5,33.1681,579,11.3934,1,2021-07-21,397,29,False,,,,-113_-10
A_1075,A,81273_hist,True,-56.2778,-4.9559,16.4709,DESMATAMENTO_CR,2021-08-09,93,2021-07-30,-0.7746,-0.98,0.3048,-6.5638,5,38.1054,1587,11.3934,1,2021-05-16,776,22,False,,,,-113_-10
A_1076,A,81274_hist,True,-56.0678,-4.6045,8.6077,DESMATAMENTO_CR,2021-08-09,97,2021-08-05,-1.0428,-1.0065,0.3297,-7.047,6,45.9992,787,11.3934,1,2021-07-21,708,27,True,2021-07-24,12.0,True,-113_-10
A_1077,A,81277_hist,True,-55.9015,-4.6921,22.8877,DESMATAMENTO_CR,2021-08-09,93,2021-08-05,-0.7165,-0.7624,0.2548,-5.7406,6,42.9642,2191,11.3934,1,2021-02-09,1443,32,False,,,,-112_-10
A_1078,A,81280_hist,True,-56.0706,-5.1603,9.3364,DESMATAMENTO_CR,2021-08-09,93,2021-08-17,-1.5593,-1.8022,0.4484,-8.9936,6,47.1586,875,11.3934,1,2021-07-09,791,25,False,,,,-113_-11
A_1079,A,81281_hist,True,-56.0265,-5.1186,8.5768,DESMATAMENTO_CR,2021-08-09,93,2021-07-18,-0.4083,-0.3353,0.1596,-4.6007,5,36.9468,821,11.3934,1,2021-07-15,254,23,False,,,,-113_-11
A_1080,A,81284_hist,False,-56.0005,-5.2433,7.0121,DESMATAMENTO_CR,2021-08-09,93,2021-11-06,0.5657,0.7338,0.2942,7.379,12,34.3601,617,11.3934,1,,0,27,True,2021-07-25,104.0,False,-113_-11
A_1081,A,81325_hist,True,-56.0012,-5.1919,8.8761,DESMATAMENTO_CR,2021-08-09,93,2021-10-10,0.2906,0.4461,0.1219,3.8291,5,36.1842,741,11.3934,1,2021-08-02,117,21,True,2021-07-25,77.0,False,-113_-11
A_1082,A,81331_hist,False,-55.269,-4.3767,10.4514,DESMATAMENTO_CR,2021-08-09,97,2021-07-24,-1.0752,-0.9848,0.4003,-8.3088,6,43.647,964,11.3934,1,2021-01-04,785,47,False,,,,-111_-9
A_1083,A,81335_hist,False,-55.5101,-3.9736,7.4111,DESMATAMENTO_CR,2021-08-09,97,2021-07-30,-1.2577,-1.4384,0.3896,-8.1647,5,41.3993,699,11.3934,1,2021-07-27,628,25,False,,,,-112_-8
A_1084,A,81337_hist,False,-55.4576,-4.5025,46.4683,DESMATAMENTO_CR,2021-08-09,93,2021-06-30,-0.2451,-0.4292,0.071,-2.665,6,55.1296,4537,11.3934,1,2021-01-22,1470,29,False,,,,-111_-10
A_1085,A,81341_hist,False,-55.3957,-4.4902,9.8669,DESMATAMENTO_CR,2021-08-09,93,2020-12-17,0.2566,0.2359,0.0803,3.1577,11,37.4523,903,11.3934,1,2021-08-02,111,50,False,,,,-111_-9
A_1086,A,81343_hist,False,-55.4076,-4.4789,11.8675,DESMATAMENTO_CR,2021-08-09,97,2021-12-03,0.6909,0.6784,0.1804,4.8499,6,46.314,1122,11.3934,1,2021-07-03,190,45,False,,,,-111_-9
A_1087,A,81344_hist,False,-55.4427,-4.4945,10.1184,DESMATAMENTO_CR,2021-08-09,97,2021-08-17,-0.92,-1.1204,0.2654,-5.9738,6,43.2224,923,11.3934,1,2021-04-16,524,56,False,,,,-111_-9
A_1088,A,81346_hist,False,-55.3875,-4.4297,12.126,DESMATAMENTO_CR,2021-08-09,97,2021-06-24,-0.2038,-0.2301,0.0627,-2.7062,5,32.7506,1140,11.3934,1,2021-07-15,186,45,False,,,,-111_-9
A_1089,A,8134_hist,False,-55.2972,-4.1396,10.7001,DESMATAMENTO_CR,2021-09-19,97,2021-09-22,-0.4057,-0.2253,0.0926,-3.2014,6,21.2636,1028,11.3934,1,2021-09-13,220,49,True,2021-09-17,5.0,False,-111_-9
A_1090,A,81353_hist,False,-55.4891,-4.0796,9.8966,DESMATAMENTO_CR,2021-08-09,145,2020-11-29,0.584,0.4166,0.046,3.2431,0,19.2713,926,11.3934,1,,0,27,False,,,,-111_-9
A_1091,A,81354_hist,False,-55.4499,-4.3283,8.4513,DESMATAMENTO_CR,2021-08-09,97,2021-07-24,-0.5299,-0.4648,0.2094,-5.3369,6,35.9493,807,11.3934,1,2021-07-15,252,28,False,,,,-111_-9
A_1092,A,81357_hist,False,-55.2897,-4.3219,13.7419,DESMATAMENTO_CR,2021-08-09,97,2021-11-11,0.8154,0.6402,0.316,6.9469,2,38.5173,1293,11.3934,1,2021-07-09,107,45,False,,,,-111_-9
A_1093,A,81361_hist,False,-55.2519,-4.1991,12.0682,DESMATAMENTO_CR,2021-08-09,97,2020-12-17,0.4018,0.331,0.1726,4.8841,11,33.055,1133,11.3934,1,2021-07-15,198,42,False,,,,-111_-9
A_1094,A,81365_hist,False,-55.2217,-4.3497,9.7767,DESMATAMENTO_CR,2021-08-09,97,2021-07-24,-0.5688,-0.4437,0.1819,-4.7951,6,35.7402,922,11.3934,1,2021-07-27,358,26,True,2021-08-17,-24.0,True,-111_-9
A_1095,A,81367_hist,False,-55.1678,-4.3191,28.3062,DESMATAMENTO_CR,2021-08-09,97,2020-12-17,0.3273,0.3143,0.0962,3.3204,11,36.0523,2734,11.3934,1,2021-02-15,1126,21,False,,,,-111_-9
A_1096,A,81368_hist,False,-55.4477,-4.3387,26.5012,DESMATAMENTO_CR,2021-08-09,97,2021-08-17,-0.3828,-0.439,0.1473,-4.2723,6,38.8266,2563,11.3934,1,2021-08-02,699,29,True,2021-08-22,-5.0,False,-111_-9
A_1097,A,81369_hist,False,-55.1408,-4.3351,12.2625,DESMATAMENTO_CR,2021-08-09,97,2021-08-05,0.4644,0.616,0.3141,7.1354,6,32.6156,1165,11.3934,1,2021-08-26,52,26,True,2021-07-25,11.0,True,-111_-9
