event_id,s1_post_radd_any,s1_post_date_upper
F16314,4.64516129032258,4.64516129032258
F16318,4.64516129032258,4.64516129032258
F39659,18.903225806451612,10.67741935483871
RS7,4.64516129032258,4.64516129032258
F29905,10.67741935483871,13.032258064516128
F25342,16.096774193548388,16.096774193548388
RS8,10.35483870967742,10.35483870967742
F29915,14.466666666666667,14.466666666666667
F16367,4.64516129032258,4.64516129032258
RS1014,5.419354838709678,5.419354838709678
RS1933,7.5,7.5
F6923,12.35483870967742,12.35483870967742
F29906,9.903225806451612,13.032258064516128
F6181,10.35483870967742,10.35483870967742
F16365,6.3,6.3
F29900,28.32258064516129,28.32258064516129
F29908,12.35483870967742,13.032258064516128
F29913,12.35483870967742,13.032258064516128
RS9,3.8666666666666667,3.8666666666666667
F16354,9.580645161290322,9.580645161290322
F16625,8.7,8.7
F16916,28.32258064516129,28.32258064516129
F41798,10.67741935483871,10.096774193548388
RS1013,13.516129032258064,13.516129032258064
F13138,5.419354838709678,5.419354838709678
F30430,4.64516129032258,12.741935483870968
F41767,28.32258064516129,28.32258064516129
RS2165,6.3,6.3
F36086,15.266666666666666,15.266666666666666
F36088,27.161290322580644,27.161290322580644
F41769,1.4838709677419355,10.096774193548388
F13136,23.32258064516129,23.32258064516129
F1296,11.193548387096774,11.193548387096774
F1312,14.8,8.7
F28737,10.67741935483871,13.903225806451612
F1297,7.5,8.7
F36085,12.838709677419356,11.387096774193548
F1314,1.4838709677419355,8.7
F5568,6.3,6.3
F30427,13.516129032258064,13.516129032258064
F41761,9.580645161290322,10.096774193548388
F5569,12.35483870967742,12.35483870967742
F13137,5.419354838709678,5.419354838709678
F16355,6.3,6.3
F27773,15.266666666666666,15.266666666666666
F28085,27.161290322580644,27.161290322580644
F10718,5.419354838709678,5.870967741935484
F16334,28.32258064516129,28.32258064516129
RS2202,11.193548387096774,11.193548387096774
RS2166,3.8666666666666667,3.8666666666666667
F2679,27.161290322580644,27.161290322580644
F16338,5.419354838709678,5.419354838709678
F13097,7.5,7.5
F37551,4.64516129032258,11.096774193548388
F35326,14.8,11.67741935483871
F16341,5.419354838709678,5.419354838709678
F1334,9.580645161290322,9.580645161290322
F37548,5.419354838709678,11.096774193548388
F26378,10.67741935483871,14.666666666666666
F16327,9.580645161290322,9.580645161290322
F37526,12.35483870967742,12.35483870967742
F16345,6.3,6.3
F16346,5.419354838709678,5.419354838709678
F36041,9.580645161290322,11.387096774193548
F39652,11.193548387096774,11.193548387096774
F16342,3.8666666666666667,3.8666666666666667
F40459,9.580645161290322,10.483870967741936
F37506,3.0666666666666664,11.096774193548388
F16302,5.419354838709678,5.419354838709678
F16335,3.8666666666666667,3.8666666666666667
F41760,10.35483870967742,10.35483870967742
F16339,7.5,7.5
F16359,8.7,8.7
F37508,27.161290322580644,27.161290322580644
F16336,5.419354838709678,5.419354838709678
F15291,4.64516129032258,4.64516129032258
F41277,13.516129032258064,13.516129032258064
F16368,9.580645161290322,9.580645161290322
F40490,10.35483870967742,10.483870967741936
F8756,8.7,8.7
F14531,14.466666666666667,14.466666666666667
F29936,12.35483870967742,13.032258064516128
F2129,14.466666666666667,14.466666666666667
F29883,14.466666666666667,14.466666666666667
F16371,11.193548387096774,11.193548387096774
F6922,10.35483870967742,10.35483870967742
F41278,18.41935483870968,18.41935483870968
F6176,11.193548387096774,11.193548387096774
F29887,14.466666666666667,14.466666666666667
F30394,7.5,12.741935483870968
F16285,9.580645161290322,9.580645161290322
F16288,8.7,8.7
F16299,11.193548387096774,11.193548387096774
F29888,21.0,21.0
F14549,14.466666666666667,14.466666666666667
F16283,12.35483870967742,12.35483870967742
F16287,8.7,8.7
F36022,11.193548387096774,11.387096774193548
F14545,5.419354838709678,5.419354838709678
F16369,5.419354838709678,5.419354838709678
RS510,1.4838709677419355,1.4838709677419355
F14525,6.3,6.3
F28084,27.161290322580644,27.161290322580644
