event_id,region,gid,in_custom_box,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,radd_npx,radd_hi_npx,event_month,clear_post_radd_any,clear_post_radd_high,clear_post_date_upper,clear_total_2021,ang_mean_deg,ang_npx,tau_deg,registered,p1_bracketed,radd_diff_to_interval,block
A_418,A,46961_hist,True,-56.2884,-4.7009,7.1895,DESMATAMENTO_CR,2021-04-24,2021-01-28,2021-01-28,2021-01-28,145,102,1.0,23.0,23.0,23.0,24,33.7821,651,11.3934,1,False,,-113_-10
A_419,A,46967_hist,True,-56.018,-4.9096,7.2487,DESMATAMENTO_CR,2021-04-24,2021-05-16,2021-05-16,2021-04-24,614,559,5.0,25.0,25.0,27.0,29,60.9968,654,11.3934,1,False,,-113_-10
A_420,A,46968_hist,False,-55.1719,-4.3619,9.3408,DESMATAMENTO_CR,2021-04-24,2021-04-16,2021-04-16,2021-04-16,244,226,4.0,21.0,21.0,21.0,23,49.2006,873,11.3934,1,False,,-111_-9
A_421,A,47391_hist,True,-55.9405,-4.5622,33.267,DESMATAMENTO_CR,2021-05-03,2021-03-17,2021-03-17,2021-03-17,1404,1240,3.0,23.0,23.0,23.0,26,35.392,3131,11.3934,1,False,,-112_-10
A_422,A,47392_hist,False,-55.9953,-4.3407,10.1144,DESMATAMENTO_CR,2021-05-03,2021-02-21,2021-02-21,2021-02-21,301,295,2.0,29.0,29.0,29.0,30,48.1282,952,11.3934,1,False,,-112_-9
A_423,A,47393_hist,False,-55.9703,-4.3338,11.3972,DESMATAMENTO_CR,2021-05-03,2021-05-04,2021-05-04,2021-05-03,58,58,5.0,18.0,18.0,19.0,23,23.3402,1052,11.3934,1,False,,-112_-9
A_424,A,47397_hist,False,-55.4572,-4.3177,6.1375,DESMATAMENTO_CR,2021-05-03,2021-05-04,2021-05-04,2021-05-03,72,63,5.0,20.0,20.0,21.0,25,40.4986,565,11.3934,1,False,,-111_-9
A_425,A,47398_hist,False,-55.4576,-4.3133,9.636,DESMATAMENTO_CR,2021-05-03,2021-04-10,2021-04-10,2021-04-10,164,142,4.0,21.0,21.0,21.0,24,49.515,909,11.3934,1,False,,-111_-9
A_426,A,47400_hist,True,-55.6782,-4.4986,9.0078,DESMATAMENTO_CR,2021-05-03,2021-04-22,2021-04-22,2021-04-22,62,48,4.0,22.0,22.0,22.0,27,32.6836,839,11.3934,1,False,,-112_-9
A_427,A,47401_hist,False,-55.6617,-4.1539,49.3068,DESMATAMENTO_CR,2021-05-03,2021-04-10,2021-04-10,2021-04-10,1344,1226,4.0,21.0,21.0,21.0,26,49.2484,4811,11.3934,1,False,,-112_-9
A_428,A,47402_hist,False,-55.7171,-4.0141,6.4407,DESMATAMENTO_CR,2021-05-03,2021-05-22,2021-05-22,2021-05-03,92,78,5.0,20.0,20.0,22.0,31,28.3763,565,11.3934,1,False,,-112_-9
A_429,A,47410_hist,False,-55.2891,-4.1382,20.8171,DESMATAMENTO_CR,2021-05-03,2021-05-22,2021-05-22,2021-05-03,1246,894,5.0,37.0,37.0,42.0,51,32.087,2009,11.3934,1,False,,-111_-9
A_430,A,47460_hist,False,-56.0195,-5.2116,6.2585,DESMATAMENTO_CR,2021-05-03,2021-04-10,2021-04-10,2021-04-10,581,532,4.0,20.0,20.0,20.0,21,63.2643,586,11.3934,1,False,,-113_-11
A_431,A,47461_hist,False,-55.9501,-5.325,18.0919,DESMATAMENTO_CR,2021-05-03,2021-02-03,2021-02-03,2021-02-03,1234,1086,2.0,26.0,26.0,26.0,28,39.4439,1669,11.3934,1,False,,-112_-11
A_432,A,47462_hist,False,-56.0765,-5.2258,11.9528,DESMATAMENTO_CR,2021-05-03,2021-04-04,2021-04-04,2021-04-04,958,858,4.0,23.0,23.0,23.0,24,57.8977,1096,11.3934,1,False,,-113_-11
A_433,A,47473_hist,True,-56.0169,-4.9104,23.6287,DESMATAMENTO_CR,2021-05-03,2021-04-22,2021-04-22,2021-04-22,1574,1444,4.0,25.0,25.0,25.0,26,53.7506,2195,11.3934,1,False,,-113_-10
A_434,A,47475_hist,True,-55.9587,-4.8478,9.9786,DESMATAMENTO_CR,2021-05-03,2021-04-16,2021-04-16,2021-04-16,709,652,4.0,26.0,26.0,26.0,27,50.7503,933,11.3934,1,True,0.0,-112_-10
A_435,A,47476_hist,True,-56.1745,-4.5868,30.4865,DESMATAMENTO_CR,2021-05-03,2021-04-16,2021-04-16,2021-04-16,1383,1278,4.0,24.0,24.0,24.0,27,50.9616,2977,11.3934,1,False,,-113_-10
A_436,A,47480_hist,True,-55.9533,-4.7157,6.3551,DESMATAMENTO_CR,2021-05-03,2021-04-28,2021-04-28,2021-04-28,149,136,4.0,27.0,27.0,27.0,31,37.8834,593,11.3934,1,True,0.0,-112_-10
A_437,A,47482_hist,True,-55.9694,-4.6994,8.6986,DESMATAMENTO_CR,2021-05-03,2021-05-04,2021-05-16,2021-05-03,534,490,5.0,24.0,24.0,24.0,28,47.5818,826,11.3934,1,True,1.0,-112_-10
A_438,A,47995_hist,True,-56.1594,-5.0895,43.1739,DESMATAMENTO_CR,2021-05-06,2021-02-27,2021-02-27,2021-02-27,3837,3687,2.0,28.0,28.0,28.0,28,58.6453,4200,11.3934,1,False,,-113_-11
A_439,A,48007_hist,True,-56.0831,-4.5547,9.1114,DESMATAMENTO_CR,2021-05-06,2021-04-16,2021-04-16,2021-04-16,338,303,4.0,25.0,25.0,25.0,27,38.5209,876,11.3934,1,False,,-113_-10
A_440,A,48024_hist,True,-55.6369,-4.7211,27.0764,DESMATAMENTO_CR,2021-05-06,2021-04-28,2021-04-28,2021-04-28,422,387,4.0,20.0,20.0,20.0,24,48.1371,2644,11.3934,1,False,,-112_-10
A_441,A,48028_hist,False,-55.6597,-4.1494,27.5388,DESMATAMENTO_CR,2021-05-06,2021-04-10,2021-04-10,2021-04-10,645,571,4.0,25.0,25.0,25.0,30,41.3587,2668,11.3934,1,False,,-112_-9
A_442,A,48036_hist,True,-55.8393,-4.773,9.4951,DESMATAMENTO_CR,2021-05-06,2021-04-28,2021-04-28,2021-04-28,186,173,4.0,22.0,22.0,22.0,26,50.8259,888,11.3934,1,False,,-112_-10
A_443,A,48038_hist,True,-55.6138,-4.5239,25.8995,DESMATAMENTO_CR,2021-05-06,2021-05-04,2021-05-04,2021-05-04,796,736,5.0,19.0,19.0,19.0,23,48.3447,2498,11.3934,1,False,,-112_-10
A_444,A,48039_hist,True,-55.6149,-4.5166,30.741,DESMATAMENTO_CR,2021-05-06,2021-04-22,2021-04-22,2021-04-22,439,378,4.0,19.0,19.0,19.0,21,48.113,2998,11.3934,1,False,,-112_-10
A_445,A,48040_hist,True,-55.6784,-4.5034,8.7132,DESMATAMENTO_CR,2021-05-06,2021-04-28,2021-04-28,2021-04-28,366,332,4.0,21.0,21.0,21.0,27,41.9827,794,11.3934,1,False,,-112_-10
A_446,A,48044_hist,False,-55.5697,-4.3794,15.539,DESMATAMENTO_CR,2021-05-06,2021-06-21,2021-06-21,2021-05-06,36,22,6.0,16.0,16.0,20.0,24,46.7428,1501,11.3934,1,False,,-112_-9
A_447,A,48046_hist,False,-55.6775,-4.3765,13.4156,DESMATAMENTO_CR,2021-05-06,2021-01-10,2021-01-10,2021-01-10,195,180,1.0,24.0,24.0,24.0,24,47.158,1236,11.3934,1,False,,-112_-9
A_448,A,48047_hist,False,-55.655,-4.3605,13.6369,DESMATAMENTO_CR,2021-05-06,2021-04-28,2021-04-28,2021-04-28,196,130,4.0,24.0,24.0,24.0,26,46.4757,1298,11.3934,1,False,,-112_-9
A_449,A,48054_hist,True,-56.2634,-4.9006,23.7271,DESMATAMENTO_CR,2021-05-06,2021-01-04,2021-01-04,2021-01-04,926,872,1.0,25.0,25.0,25.0,25,44.906,2263,11.3934,1,False,,-113_-10
A_450,A,48057_hist,True,-55.9102,-4.7773,10.4825,DESMATAMENTO_VEG,2021-05-06,2021-02-03,2021-02-03,2021-02-03,33,23,2.0,26.0,26.0,26.0,26,40.8848,988,11.3934,1,False,,-112_-10
A_451,A,48058_hist,True,-55.9442,-4.8437,10.2546,DESMATAMENTO_CR,2021-05-06,2021-04-22,2021-04-22,2021-04-22,753,706,4.0,26.0,26.0,26.0,27,55.8238,955,11.3934,1,False,,-112_-10
A_452,A,48059_hist,True,-55.9423,-4.8473,6.3907,DESMATAMENTO_CR,2021-05-06,,,,0,0,,,,,27,22.98,582,11.3934,1,False,,-112_-10
A_453,A,48061_hist,False,-55.3318,-4.1363,30.7007,DESMATAMENTO_CR,2021-05-06,2021-03-17,2021-03-17,2021-03-17,281,229,3.0,44.0,44.0,44.0,48,30.6497,2960,11.3934,1,False,,-111_-9
A_454,A,48062_hist,True,-55.9085,-4.8603,20.7724,DESMATAMENTO_VEG,2021-05-06,2021-08-02,2021-08-14,2021-05-06,109,89,8.0,13.0,11.0,24.0,29,44.8186,1982,11.3934,1,False,,-112_-10
A_455,A,48063_hist,True,-55.815,-4.7694,15.7516,DESMATAMENTO_VEG,2021-05-06,2021-05-28,,2021-05-06,6,0,5.0,20.0,,21.0,27,12.5141,1505,11.3934,1,False,,-112_-10
A_456,A,48064_hist,False,-55.4435,-4.4888,53.7037,DESMATAMENTO_CR,2021-05-06,2021-04-10,2021-04-10,2021-04-10,4465,4334,4.0,37.0,37.0,37.0,43,62.3796,5229,11.3934,1,False,,-111_-9
A_457,A,48067_hist,True,-55.8867,-4.7903,6.6918,DESMATAMENTO_VEG,2021-05-06,,,,0,0,,,,,30,27.1059,620,11.3934,1,False,,-112_-10
A_458,A,48068_hist,False,-55.4381,-4.4301,16.2007,DESMATAMENTO_CR,2021-05-06,2021-04-22,2021-04-22,2021-04-22,1074,1030,4.0,28.0,28.0,28.0,31,51.3163,1551,11.3934,1,False,,-111_-9
A_459,A,48069_hist,False,-55.0955,-4.2943,12.4166,DESMATAMENTO_VEG,2021-05-06,2021-01-10,2021-01-28,2021-01-10,110,93,1.0,23.0,23.0,23.0,24,50.2368,1174,11.3934,1,False,,-111_-9
A_460,A,48070_hist,True,-55.9177,-4.8605,27.6966,DESMATAMENTO_VEG,2021-05-06,2021-07-15,2021-07-21,2021-05-06,400,361,7.0,17.0,16.0,26.0,30,49.4675,2605,11.3934,1,False,,-112_-10
A_461,A,48072_hist,False,-55.2079,-4.4486,57.5235,DESMATAMENTO_CR,2021-05-06,2021-04-28,2021-04-28,2021-04-28,4298,3923,4.0,23.0,23.0,23.0,26,52.3483,5586,11.3934,1,False,,-111_-9
A_462,A,48077_hist,True,-55.8979,-4.8604,9.083,DESMATAMENTO_VEG,2021-05-06,,,,0,0,,,,,28,15.2253,848,11.3934,1,False,,-112_-10
A_463,A,48081_hist,False,-55.2193,-4.1989,19.1029,DESMATAMENTO_CR,2021-05-06,2021-04-16,2021-04-16,2021-04-16,121,103,4.0,42.0,42.0,42.0,48,37.8337,1811,11.3934,1,False,,-111_-9
A_464,A,48095_hist,True,-56.2545,-4.7737,5.7964,DESMATAMENTO_CR,2021-05-06,2021-04-04,2021-04-16,2021-04-04,20,10,4.0,24.0,24.0,24.0,26,14.6464,480,11.3934,1,False,,-113_-10
A_465,A,49036_hist,True,-56.1684,-5.0782,25.7074,DESMATAMENTO_CR,2021-05-11,2021-03-23,2021-03-23,2021-03-23,1786,1721,3.0,22.0,22.0,22.0,24,49.1736,2479,11.3934,1,False,,-113_-11
A_466,A,50510_hist,True,-56.197,-4.8678,6.3721,DESMATAMENTO_CR,2021-05-20,2021-01-10,2021-01-16,2021-01-10,503,467,1.0,28.0,28.0,28.0,29,54.6098,588,11.3934,1,True,-93.0,-113_-10
A_467,A,50513_hist,False,-56.0491,-5.272,14.4833,DESMATAMENTO_CR,2021-05-20,2021-01-28,2021-03-17,2021-01-28,1061,984,1.0,21.0,21.0,21.0,21,55.8854,1388,11.3934,1,False,,-113_-11
A_468,A,50514_hist,True,-56.1658,-5.0901,13.7762,DESMATAMENTO_CR,2021-05-20,2021-05-16,2021-05-16,2021-05-16,815,776,5.0,20.0,20.0,20.0,26,53.5005,1309,11.3934,1,False,,-113_-11
A_469,A,50538_hist,False,-55.7721,-4.3562,11.9676,DESMATAMENTO_CR,2021-05-20,2021-01-10,2021-01-10,2021-01-10,150,136,1.0,26.0,26.0,26.0,26,31.3044,1129,11.3934,1,False,,-112_-9
A_470,A,50539_hist,False,-55.9712,-4.1424,8.8646,DESMATAMENTO_CR,2021-05-20,2021-01-10,2021-01-10,2021-01-10,33,32,1.0,27.0,27.0,27.0,27,24.7542,845,11.3934,1,False,,-112_-9
A_471,A,50547_hist,False,-55.1011,-4.2076,6.1077,DESMATAMENTO_CR,2021-05-20,2021-05-10,2021-05-10,2021-05-10,305,277,5.0,16.0,16.0,16.0,18,50.8122,554,11.3934,1,False,,-111_-9
A_472,A,50589_hist,False,-55.552,-4.4366,19.5634,DESMATAMENTO_VEG,2021-05-20,2021-06-27,,2021-05-20,3,0,6.0,17.0,,20.0,25,38.6624,1883,11.3934,1,False,,-112_-9
A_473,A,50591_hist,False,-55.5668,-4.3793,22.2591,DESMATAMENTO_CR,2021-05-20,2021-05-16,2021-05-16,2021-05-16,420,344,5.0,22.0,22.0,22.0,26,47.0558,2112,11.3934,1,False,,-112_-9
A_474,A,50592_hist,False,-55.5177,-4.0978,7.1645,DESMATAMENTO_CR,2021-05-20,2021-04-28,2021-04-28,2021-04-28,32,30,4.0,17.0,17.0,17.0,23,32.4664,660,11.3934,1,False,,-112_-9
A_475,A,50593_hist,False,-55.7146,-4.0131,7.4968,DESMATAMENTO_CR,2021-05-20,2021-05-10,2021-05-22,2021-05-10,138,108,5.0,20.0,19.0,20.0,25,25.8567,689,11.3934,1,False,,-112_-9
A_476,A,50596_hist,False,-55.6243,-3.9432,11.2676,DESMATAMENTO_VEG,2021-05-20,,,,0,0,,,,,30,20.951,1033,11.3934,1,False,,-112_-8
A_477,A,50643_hist,False,-55.4873,-4.442,10.6223,DESMATAMENTO_CR,2021-05-20,2021-05-10,2021-05-10,2021-05-10,152,130,5.0,22.0,22.0,22.0,25,46.1723,984,11.3934,1,False,,-111_-9
A_478,A,50657_hist,False,-55.2919,-4.1333,108.1745,DESMATAMENTO_CR,2021-05-20,2021-04-22,2021-04-22,2021-04-22,1225,812,4.0,42.0,42.0,42.0,48,25.1239,10634,11.3934,1,False,,-111_-9
A_479,A,50669_hist,False,-55.3498,-4.1291,8.5823,DESMATAMENTO_VEG,2021-05-20,2021-02-09,2021-02-09,2021-02-09,9,7,2.0,46.0,46.0,46.0,50,46.4638,802,11.3934,1,False,,-111_-9
A_480,A,50674_hist,False,-55.3645,-3.9948,11.2116,DESMATAMENTO_CR,2021-05-20,2021-05-16,2021-05-16,2021-05-16,32,12,5.0,18.0,18.0,18.0,22,41.7356,1077,11.3934,1,False,,-111_-8
A_481,A,50676_hist,False,-55.4679,-3.9982,7.4539,DESMATAMENTO_CR,2021-05-20,2021-05-04,2021-05-04,2021-05-04,244,217,5.0,20.0,20.0,20.0,25,37.743,688,11.3934,1,False,,-111_-8
A_482,A,50971_hist,True,-55.7015,-4.4879,7.9586,DESMATAMENTO_CR,2021-05-23,2021-01-22,2021-01-22,2021-01-22,22,16,1.0,24.0,24.0,24.0,25,42.0954,734,11.3934,1,False,,-112_-9
A_483,A,50981_hist,False,-55.562,-4.3815,29.3105,DESMATAMENTO_CR,2021-05-23,2021-05-16,2021-05-16,2021-05-16,679,582,5.0,21.0,21.0,21.0,28,43.2646,2795,11.3934,1,False,,-112_-9
A_484,A,50982_hist,False,-55.566,-4.3805,6.9901,DESMATAMENTO_CR,2021-05-23,2021-05-10,2021-05-16,2021-05-10,192,146,5.0,22.0,21.0,22.0,26,45.4431,647,11.3934,1,False,,-112_-9
A_485,A,50992_hist,False,-55.4866,-4.4446,24.724,DESMATAMENTO_CR,2021-05-23,2021-05-16,2021-05-16,2021-05-16,803,761,5.0,19.0,19.0,19.0,24,60.3691,2379,11.3934,1,False,,-111_-9
A_486,A,51769_hist,False,-55.2072,-4.4604,73.3299,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,250,205,5.0,19.0,19.0,19.0,21,41.3936,7237,11.3934,1,False,,-111_-9
A_487,A,51774_hist,False,-55.2241,-4.4317,22.7239,DESMATAMENTO_CR,2021-05-26,2021-05-10,2021-05-10,2021-05-10,295,271,5.0,19.0,19.0,19.0,20,38.2992,2198,11.3934,1,False,,-111_-9
A_488,A,51776_hist,False,-55.2424,-4.4116,14.7835,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,248,228,5.0,38.0,38.0,38.0,44,42.3803,1418,11.3934,1,False,,-111_-9
A_489,A,51778_hist,False,-55.2348,-4.3921,16.4777,DESMATAMENTO_CR,2021-05-26,2021-05-22,2021-05-22,2021-05-22,127,113,5.0,26.0,26.0,26.0,31,46.093,1599,11.3934,1,False,,-111_-9
A_490,A,51785_hist,False,-55.4964,-4.2475,32.3661,DESMATAMENTO_CR,2021-05-26,2021-01-10,2021-01-10,2021-01-10,2481,2344,1.0,23.0,23.0,23.0,23,56.0459,3139,11.3934,1,False,,-111_-9
A_491,A,51789_hist,False,-55.3147,-4.3167,22.893,DESMATAMENTO_CR,2021-05-26,2021-04-22,2021-04-22,2021-04-22,614,574,4.0,38.0,38.0,38.0,44,44.8209,2217,11.3934,1,True,0.0,-111_-9
A_492,A,51795_hist,False,-55.3545,-4.3418,17.203,DESMATAMENTO_CR,2021-05-26,2021-05-04,2021-05-04,2021-05-04,631,572,5.0,40.0,40.0,40.0,48,41.3935,1620,11.3934,1,False,,-111_-9
A_493,A,51800_hist,False,-55.3611,-4.2806,8.0651,DESMATAMENTO_CR,2021-05-26,2021-01-04,2021-01-04,2021-01-04,419,317,1.0,44.0,44.0,44.0,45,53.7173,760,11.3934,1,False,,-111_-9
A_494,A,51804_hist,True,-55.6559,-4.7425,82.9445,DESMATAMENTO_CR,2021-05-26,2021-02-03,2021-02-03,2021-02-03,1312,1232,2.0,21.0,21.0,21.0,21,46.9871,8158,11.3934,1,False,,-112_-10
A_495,A,51805_hist,False,-55.4567,-4.4831,36.4614,DESMATAMENTO_CR,2021-05-26,2021-05-10,2021-05-10,2021-05-10,806,753,5.0,26.0,26.0,26.0,33,55.3363,3497,11.3934,1,False,,-111_-9
A_496,A,51806_hist,False,-55.4102,-4.4295,15.7957,DESMATAMENTO_CR,2021-05-26,2021-05-04,2021-05-04,2021-05-04,1462,1365,5.0,37.0,37.0,37.0,44,60.17,1486,11.3934,1,False,,-111_-9
A_497,A,51807_hist,True,-55.7456,-4.5845,6.6385,DESMATAMENTO_CR,2021-05-26,2021-04-28,2021-04-28,2021-04-28,159,149,4.0,22.0,22.0,22.0,26,38.8821,599,11.3934,1,False,,-112_-10
A_498,A,51808_hist,False,-55.5182,-4.5494,35.0224,DESMATAMENTO_CR,2021-05-26,2021-04-10,2021-04-10,2021-04-10,2428,2341,4.0,24.0,24.0,24.0,26,52.8855,3428,11.3934,1,False,,-112_-10
A_499,A,51809_hist,False,-55.4951,-4.5215,6.639,DESMATAMENTO_CR,2021-05-26,2021-06-03,2021-06-03,2021-05-26,56,49,6.0,17.0,17.0,17.0,23,47.7339,605,11.3934,1,False,,-111_-10
A_500,A,51812_hist,False,-55.5777,-4.4781,7.474,DESMATAMENTO_CR,2021-05-26,2021-05-22,2021-05-22,2021-05-22,144,138,5.0,20.0,20.0,20.0,24,41.3676,702,11.3934,1,False,,-112_-9
A_501,A,51814_hist,False,-55.7143,-4.3807,12.2311,DESMATAMENTO_CR,2021-05-26,2021-04-10,2021-04-10,2021-04-10,423,396,4.0,18.0,18.0,18.0,21,53.0742,1125,11.3934,1,False,,-112_-9
A_502,A,51815_hist,False,-55.0671,-4.2905,48.2672,DESMATAMENTO_CR,2021-05-26,2021-05-10,2021-05-10,2021-05-10,741,680,5.0,17.0,17.0,17.0,20,40.1203,4672,11.3934,1,False,,-111_-9
A_503,A,51818_hist,False,-56.0494,-5.2681,14.7224,DESMATAMENTO_CR,2021-05-26,2021-03-17,2021-04-10,2021-03-17,1210,1148,3.0,18.0,17.0,18.0,19,59.4854,1369,11.3934,1,False,,-113_-11
A_504,A,51819_hist,False,-56.0756,-5.2241,8.9983,DESMATAMENTO_CR,2021-05-26,2021-04-10,2021-04-10,2021-04-10,692,635,4.0,21.0,21.0,21.0,23,52.6721,844,11.3934,1,False,,-113_-11
A_505,A,51820_hist,True,-56.1796,-5.1812,20.9771,DESMATAMENTO_CR,2021-05-26,2021-02-09,2021-02-09,2021-02-09,981,895,2.0,23.0,23.0,23.0,25,41.5606,1991,11.3934,1,False,,-113_-11
A_506,A,51821_hist,True,-55.6127,-4.52,77.3247,DESMATAMENTO_CR,2021-05-26,2021-04-28,2021-04-28,2021-04-28,3178,2977,4.0,21.0,21.0,21.0,24,47.9947,7581,11.3934,1,False,,-112_-10
A_507,A,51822_hist,False,-55.5344,-4.5016,9.7257,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,435,398,5.0,16.0,16.0,16.0,19,57.7072,927,11.3934,1,False,,-112_-10
A_508,A,51823_hist,True,-55.6809,-4.5054,19.8439,DESMATAMENTO_CR,2021-05-26,2021-04-28,2021-04-28,2021-04-28,173,138,4.0,19.0,19.0,19.0,23,33.2798,1910,11.3934,1,False,,-112_-10
A_509,A,51824_hist,True,-55.6845,-4.488,9.327,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,87,81,5.0,21.0,21.0,21.0,27,47.7871,880,11.3934,1,False,,-112_-9
A_510,A,51825_hist,True,-55.6043,-4.4812,15.5799,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,235,182,5.0,17.0,17.0,17.0,20,25.396,1471,11.3934,1,False,,-112_-9
A_511,A,51826_hist,True,-55.5839,-4.4798,11.2907,DESMATAMENTO_CR,2021-05-26,2021-05-28,2021-05-28,2021-05-26,168,151,5.0,16.0,16.0,16.0,23,39.7513,1063,11.3934,1,False,,-112_-9
A_512,A,51828_hist,True,-56.1163,-5.1847,29.5958,DESMATAMENTO_VEG,2021-05-26,2021-01-10,2021-01-10,2021-01-10,368,354,1.0,24.0,24.0,24.0,24,42.42,2859,11.3934,1,False,,-113_-11
A_513,A,51830_hist,True,-56.1253,-5.1825,10.1023,DESMATAMENTO_VEG,2021-05-26,2021-05-16,2021-05-16,2021-05-16,31,27,5.0,18.0,18.0,18.0,23,43.9288,966,11.3934,1,False,,-113_-11
A_514,A,51832_hist,True,-56.1581,-5.093,20.8511,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,1663,1561,5.0,22.0,22.0,22.0,26,57.0494,2013,11.3934,1,False,,-113_-11
A_515,A,51833_hist,True,-56.1651,-5.0924,7.0199,DESMATAMENTO_CR,2021-05-26,2021-05-04,2021-05-04,2021-05-04,371,334,5.0,20.0,20.0,20.0,25,51.4245,641,11.3934,1,False,,-113_-11
A_516,A,51834_hist,True,-56.1851,-5.0583,12.5812,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,1106,1045,5.0,19.0,19.0,19.0,24,60.4911,1202,11.3934,1,False,,-113_-11
A_517,A,51835_hist,False,-55.5332,-4.0344,9.67,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,120,118,5.0,21.0,21.0,21.0,25,35.7065,909,11.3934,1,False,,-112_-9
A_518,A,51839_hist,True,-56.0166,-5.142,7.4975,DESMATAMENTO_CR,2021-05-26,2021-04-28,2021-04-28,2021-04-28,600,540,4.0,22.0,22.0,22.0,25,56.3411,697,11.3934,1,True,0.0,-113_-11
A_519,A,51840_hist,True,-56.1946,-5.1327,18.0115,DESMATAMENTO_CR,2021-05-26,2021-04-16,2021-04-16,2021-04-16,1010,941,4.0,22.0,22.0,22.0,26,38.9229,1704,11.3934,1,False,,-113_-11
A_520,A,51841_hist,True,-56.0355,-5.1449,26.3852,DESMATAMENTO_CR,2021-05-26,2021-05-04,2021-05-04,2021-05-04,1523,1432,5.0,20.0,20.0,20.0,23,49.9454,2513,11.3934,1,False,,-113_-11
A_521,A,51843_hist,True,-56.2268,-5.101,29.9122,DESMATAMENTO_VEG,2021-05-26,2021-01-04,2021-01-04,2021-01-04,1333,1285,1.0,24.0,24.0,24.0,24,50.7399,2914,11.3934,1,False,,-113_-11
A_522,A,51844_hist,True,-56.1653,-5.0775,7.0936,DESMATAMENTO_CR,2021-05-26,2021-06-09,2021-06-09,2021-05-26,193,174,6.0,16.0,16.0,18.0,26,47.2573,671,11.3934,1,False,,-113_-11
A_523,A,51845_hist,True,-56.1673,-5.0816,17.2036,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,1367,1298,5.0,21.0,21.0,21.0,25,55.0149,1648,11.3934,1,False,,-113_-11
A_524,A,51851_hist,True,-56.2211,-5.1029,8.6199,DESMATAMENTO_CR,2021-05-26,2021-01-22,2021-01-22,2021-01-22,161,137,1.0,24.0,24.0,24.0,24,37.7457,807,11.3934,1,False,,-113_-11
A_525,A,51860_hist,True,-56.1446,-4.9852,12.9812,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,148,145,5.0,21.0,21.0,21.0,28,48.0855,1229,11.3934,1,False,,-113_-10
A_526,A,51864_hist,False,-55.4586,-4.3092,23.2124,DESMATAMENTO_CR,2021-05-26,2021-05-04,2021-05-04,2021-05-04,668,581,5.0,23.0,23.0,23.0,28,40.8057,2203,11.3934,1,False,,-111_-9
A_527,A,51868_hist,True,-56.2373,-4.8776,17.9447,DESMATAMENTO_CR,2021-05-26,2021-05-04,2021-05-04,2021-05-04,738,698,5.0,25.0,25.0,25.0,29,49.5337,1705,11.3934,1,False,,-113_-10
A_528,A,51869_hist,True,-56.0997,-4.8612,6.2802,DESMATAMENTO_CR,2021-05-26,2021-03-29,2021-03-29,2021-03-29,460,405,3.0,24.0,24.0,24.0,25,48.3801,580,11.3934,1,False,,-113_-10
A_529,A,51875_hist,True,-56.1052,-4.86,19.5397,DESMATAMENTO_CR,2021-05-26,2021-05-10,2021-05-10,2021-05-10,1032,950,5.0,21.0,21.0,21.0,26,52.5178,1876,11.3934,1,False,,-113_-10
A_530,A,51877_hist,True,-56.0838,-4.6982,15.8574,DESMATAMENTO_CR,2021-05-26,2021-06-09,2021-06-09,2021-05-26,782,713,6.0,20.0,20.0,22.0,25,38.2461,1445,11.3934,1,False,,-113_-10
A_531,A,51881_hist,True,-56.0358,-4.9265,72.7303,DESMATAMENTO_CR,2021-05-26,2021-05-10,2021-05-10,2021-05-10,3953,3777,5.0,24.0,24.0,24.0,28,44.2542,7119,11.3934,1,True,0.0,-113_-10
A_532,A,51882_hist,True,-56.0033,-4.9084,28.0136,DESMATAMENTO_CR,2021-05-26,2021-05-16,2021-05-16,2021-05-16,998,908,5.0,20.0,20.0,20.0,27,38.413,2729,11.3934,1,False,,-113_-10
A_533,A,51886_hist,True,-56.1669,-4.6003,7.2518,DESMATAMENTO_CR,2021-05-26,2021-05-10,2021-05-10,2021-05-10,249,221,5.0,23.0,23.0,23.0,26,40.8186,663,11.3934,1,True,0.0,-113_-10
A_534,A,51887_hist,True,-56.0095,-4.9105,15.5767,DESMATAMENTO_CR,2021-05-26,2021-05-04,2021-05-04,2021-05-04,201,186,5.0,24.0,24.0,24.0,28,33.7281,1492,11.3934,1,False,,-113_-10
A_535,A,51888_hist,True,-56.1751,-4.5926,72.3966,DESMATAMENTO_CR,2021-05-26,2021-01-10,2021-01-10,2021-01-10,870,797,1.0,26.0,26.0,26.0,26,40.5609,7098,11.3934,1,False,,-113_-10
