event_id,state,radd_only,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,event_month,clear_post_radd_any,s1_post_radd_any,clear_post_radd_high,clear_post_date_upper,s1_post_date_upper,clear_total,s1_total,ang_mean_deg,ang_npx,tau_p85,tau_p90,tau_p95,reg_p85,registered,reg_p95,radd_npx,block
E15639,AC,0,-69.919,-10.925,21.04,DESMATAMENTO_VEG,2021-05-27,2021-06-15,2021-06-15,2021-05-27,6.0,38.0,60.0,38.0,43.032,66.29,62,115,14.36,2042,10.428,11.218,12.469,1,1,1,55,-140_-22
E15640,AC,0,-72.452,-8.032,8.668,DESMATAMENTO_CR,2021-05-27,2021-05-29,2021-05-29,2021-05-27,5.0,25.194,44.452,25.194,25.387,44.903,34,80,31.662,806,10.428,11.218,12.469,1,1,1,407,-145_-17
E15641,AC,0,-72.44,-8.028,15.075,DESMATAMENTO_CR,2021-05-27,2021-04-20,2021-04-20,2021-04-20,4.0,29.333,53.333,29.333,29.333,53.333,37,80,37.283,1436,10.428,11.218,12.469,1,1,1,835,-145_-17
E15642,AC,0,-73.04,-7.806,17.211,DESMATAMENTO_CR,2021-05-27,2021-01-02,2021-01-02,2021-01-02,1.0,30.871,76.548,30.871,30.871,76.548,31,77,46.985,1605,10.428,11.218,12.469,1,1,1,395,-147_-16
E15643,AC,0,-72.351,-7.869,23.002,DESMATAMENTO_CR,2021-05-27,2021-05-14,2021-05-14,2021-05-14,5.0,21.548,47.839,21.548,21.548,47.839,30,80,40.795,2214,10.428,11.218,12.469,1,1,1,1578,-145_-16
E15644,AC,0,-69.815,-8.721,13.108,DESMATAMENTO_CR,2021-05-27,2021-04-28,2021-04-28,2021-04-28,4.0,23.133,37.4,23.133,23.133,37.4,26,57,34.324,1225,10.428,11.218,12.469,1,1,1,913,-140_-18
E15645,PA,0,-51.457,-5.426,33.482,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,25.0,28.419,25.0,25.0,28.419,25,29,34.88,3239,12.102,12.73,13.754,1,1,1,173,-103_-11
E15646,PA,0,-51.434,-5.476,6.385,DESMATAMENTO_VEG,2021-05-26,2021-03-31,2021-03-31,2021-03-31,3.0,50.0,21.0,50.0,50.0,21.0,52,29,18.58,565,12.102,12.73,13.754,1,1,1,13,-103_-11
E15647,PA,0,-51.463,-5.484,8.204,DESMATAMENTO_VEG,2021-05-26,,,,,,,,,,53,29,10.571,776,12.102,12.73,13.754,0,0,0,0,-103_-11
E15648,PA,0,-50.725,-5.108,18.368,DESMATAMENTO_VEG,2021-05-26,2021-02-18,2021-02-18,2021-02-18,2.0,27.714,50.429,27.714,27.714,50.429,29,59,34.52,1752,12.102,12.73,13.754,1,1,1,146,-102_-11
E15649,PA,0,-50.705,-4.958,16.594,DESMATAMENTO_VEG,2021-05-26,2021-06-06,2021-06-06,2021-05-26,6.0,17.4,33.0,17.4,18.645,34.968,28,59,38.31,1576,12.102,12.73,13.754,1,1,1,215,-102_-10
E15650,PA,0,-51.09,-4.308,14.62,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,28.806,28.419,28.806,28.806,28.419,29,29,57.474,1355,12.102,12.73,13.754,1,1,1,727,-103_-9
E15651,PA,0,-51.092,-4.31,13.257,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,25.806,28.419,25.806,25.806,28.419,26,29,51.623,1245,12.102,12.73,13.754,1,1,1,798,-103_-9
E15652,PA,0,-51.094,-4.303,9.188,DESMATAMENTO_VEG,2021-05-26,2021-07-17,2021-07-17,2021-05-26,7.0,9.806,12.355,9.806,13.484,16.484,22,29,43.744,865,12.102,12.73,13.754,1,1,1,29,-103_-9
E15653,PA,0,-50.242,-3.331,12.043,DESMATAMENTO_VEG,2021-05-26,,,,,,,,,,26,59,13.602,1127,12.102,12.73,13.754,1,1,0,0,-101_-7
E15654,PA,0,-51.087,-4.304,6.893,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,24.806,28.419,24.806,24.806,28.419,25,29,44.194,631,12.102,12.73,13.754,1,1,1,224,-103_-9
E15655,PA,0,-51.095,-4.289,76.01,DESMATAMENTO_VEG,2021-05-26,2021-05-30,2021-05-30,2021-05-26,5.0,19.097,16.097,19.097,19.484,16.484,28,29,40.546,7490,12.102,12.73,13.754,1,1,1,161,-103_-9
E15656,PA,0,-50.832,-4.427,27.505,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,21.0,28.419,21.0,21.0,28.419,21,29,56.643,2689,12.102,12.73,13.754,1,1,1,1240,-102_-9
E15657,PA,0,-50.883,-4.436,27.007,DESMATAMENTO_VEG,2021-05-26,2021-02-11,2021-02-11,2021-02-11,2.0,23.0,25.214,23.0,23.0,25.214,24,29,37.93,2606,12.102,12.73,13.754,1,1,1,434,-102_-9
E15658,PA,0,-50.669,-4.874,23.145,DESMATAMENTO_VEG,2021-05-26,2021-05-13,2021-05-13,2021-05-13,5.0,20.323,37.484,20.323,20.323,37.484,26,59,34.221,2247,12.102,12.73,13.754,1,1,1,22,-102_-10
E15659,PA,0,-50.735,-4.873,7.862,DESMATAMENTO_VEG,2021-05-26,2021-05-25,2021-05-25,2021-05-25,5.0,13.774,35.161,13.774,13.774,35.161,20,59,31.001,759,12.102,12.73,13.754,1,1,1,7,-102_-10
E15660,RO,0,-63.364,-8.953,16.122,DESMATAMENTO_CR,2021-08-31,2021-05-13,2021-05-13,2021-05-13,5.0,26.581,36.484,26.581,26.581,36.484,35,58,25.239,1560,10.392,11.222,12.827,1,1,1,762,-127_-18
E15661,PA,0,-50.685,-4.86,36.596,DESMATAMENTO_VEG,2021-05-26,2021-01-01,2021-01-01,2021-01-01,1.0,27.935,58.806,27.935,27.935,58.806,28,59,27.666,3544,12.102,12.73,13.754,1,1,1,50,-102_-10
E15662,PA,0,-50.646,-4.659,39.373,DESMATAMENTO_VEG,2021-05-26,2021-03-31,2021-03-31,2021-03-31,3.0,26.0,44.0,26.0,26.0,44.0,29,59,35.775,3796,12.102,12.73,13.754,1,1,1,43,-102_-10
E15663,PA,0,-51.092,-4.297,6.144,DESMATAMENTO_VEG,2021-05-26,2021-05-18,2021-05-18,2021-05-18,5.0,13.258,17.258,13.258,13.258,17.258,20,29,49.274,578,12.102,12.73,13.754,1,1,1,120,-103_-9
E15664,RO,0,-63.558,-9.686,15.252,DESMATAMENTO_CR,2021-08-31,2021-09-04,2021-09-04,2021-08-31,9.0,13.467,18.333,13.467,14.0,19.0,38,58,32.987,1485,10.392,11.222,12.827,1,1,1,932,-128_-20
E15665,PA,0,-51.065,-4.268,10.22,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,31.806,28.419,31.806,31.806,28.419,32,29,50.293,935,12.102,12.73,13.754,1,1,1,273,-103_-9
E15666,PA,0,-51.036,-4.286,9.82,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,27.806,28.419,27.806,27.806,28.419,28,29,42.003,901,12.102,12.73,13.754,1,1,1,52,-103_-9
E15667,PA,0,-51.041,-4.286,19.481,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,27.613,28.419,27.613,27.613,28.419,28,29,40.269,1864,12.102,12.73,13.754,1,1,1,82,-103_-9
E15668,PA,0,-50.581,-5.058,10.38,DESMATAMENTO_VEG,2021-05-26,2021-02-06,2021-02-06,2021-02-06,2.0,29.786,26.571,29.786,29.786,26.571,30,30,45.053,972,12.102,12.73,13.754,1,1,1,485,-102_-11
E15669,PA,0,-48.668,-4.475,27.159,DESMATAMENTO_VEG,2021-05-26,2021-01-01,2021-01-01,2021-01-01,1.0,26.935,57.871,26.935,26.935,57.871,27,58,50.213,2621,12.102,12.73,13.754,1,1,1,1376,-98_-9
E15670,PA,0,-50.59,-5.055,8.522,DESMATAMENTO_VEG,2021-05-26,2021-01-01,2021-01-01,2021-01-01,1.0,27.0,29.903,27.0,27.0,29.903,27,30,48.001,798,12.102,12.73,13.754,1,1,1,334,-102_-11
E15671,PA,0,-50.616,-4.116,10.148,DESMATAMENTO_VEG,2021-05-26,2021-01-06,2021-01-06,2021-01-06,1.0,26.0,57.839,26.0,26.0,57.839,26,59,48.053,947,12.102,12.73,13.754,1,1,1,113,-102_-9
E15672,PA,0,-51.116,-3.724,10.472,DESMATAMENTO_VEG,2021-05-26,2021-01-30,2021-01-30,2021-01-30,1.0,23.0,26.097,23.0,23.0,26.097,23,29,49.805,980,12.102,12.73,13.754,1,1,1,381,-103_-8
E15673,PA,0,-50.191,-3.259,7.736,DESMATAMENTO_VEG,2021-05-26,2021-09-22,2021-09-22,2021-05-26,9.0,6.6,8.533,6.6,24.0,18.484,31,30,32.553,726,12.102,12.73,13.754,1,1,1,35,-101_-7
E15674,PA,0,-50.565,-4.393,24.008,DESMATAMENTO_VEG,2021-05-26,2021-04-19,2021-04-19,2021-04-19,4.0,28.1,41.467,28.1,28.1,41.467,35,59,46.745,2223,12.102,12.73,13.754,1,1,1,254,-102_-9
E15675,PA,0,-50.231,-3.676,7.997,DESMATAMENTO_VEG,2021-05-26,2021-01-01,2021-01-01,2021-01-01,1.0,89.871,29.903,89.871,89.871,29.903,90,30,15.954,751,12.102,12.73,13.754,1,1,1,12,-101_-8
E15676,AM,0,-64.027,-8.496,13.42,DESMATAMENTO_CR,2021-08-31,2021-05-06,2021-05-06,2021-05-06,5.0,23.226,38.032,23.226,23.226,38.032,30,59,31.877,1275,9.556,10.204,11.25,1,1,1,968,-129_-17
E15677,AM,0,-64.314,-7.466,37.648,DESMATAMENTO_CR,2021-08-31,2021-08-04,2021-08-04,2021-08-04,8.0,14.226,12.613,14.226,14.226,12.613,32,29,27.359,3652,9.556,10.204,11.25,1,1,1,543,-129_-15
E15678,PA,0,-48.435,-2.17,11.679,DESMATAMENTO_VEG,2021-05-26,2021-01-25,2021-01-25,2021-01-25,1.0,28.581,32.581,28.581,28.581,32.581,31,35,28.19,1052,12.102,12.73,13.754,1,1,1,17,-97_-5
E15679,PA,0,-48.355,-2.073,9.644,DESMATAMENTO_VEG,2021-05-26,,,,,,,,,,32,35,49.834,918,12.102,12.73,13.754,1,1,1,0,-97_-5
E15680,AC,0,-67.556,-9.901,16.552,DESMATAMENTO_VEG,2021-05-28,2021-06-28,2021-06-28,2021-05-28,6.0,21.333,38.267,21.333,26.194,42.484,30,70,17.562,1571,10.428,11.218,12.469,1,1,1,17,-136_-20
E15681,AM,0,-66.056,-9.106,29.647,DESMATAMENTO_CR,2021-05-28,2021-04-29,2021-04-29,2021-04-29,4.0,54.0,73.267,54.0,54.0,73.267,62,106,37.949,2806,9.556,10.204,11.25,1,1,1,1616,-133_-19
E15682,AM,0,-67.556,-9.439,18.937,DESMATAMENTO_CR,2021-05-28,,,,,,,,,,35,69,17.078,1777,9.556,10.204,11.25,1,1,1,0,-136_-19
E15683,AM,0,-67.557,-9.356,23.674,DESMATAMENTO_CR,2021-05-28,2021-05-05,2021-05-05,2021-05-05,5.0,27.516,45.194,27.516,27.516,45.194,32,69,30.831,2232,9.556,10.204,11.25,1,1,1,1195,-136_-19
E15684,AM,0,-67.554,-9.332,8.147,DESMATAMENTO_CR,2021-05-28,,,,,,,,,,30,69,15.246,758,9.556,10.204,11.25,1,1,1,0,-136_-19
E15685,RO,0,-66.578,-9.708,10.972,DESMATAMENTO_CR,2021-05-28,2021-05-05,2021-05-05,2021-05-05,5.0,55.71,45.194,55.71,55.71,45.194,70,69,34.014,1058,10.392,11.222,12.827,1,1,1,828,-134_-20
E15686,AM,0,-66.026,-9.134,13.981,DESMATAMENTO_CR,2021-05-28,2021-04-06,2021-04-06,2021-04-06,4.0,24.8,79.4,24.8,24.8,79.4,28,106,55.459,1274,9.556,10.204,11.25,1,1,1,1108,-133_-19
E15687,AM,0,-66.82,-9.53,27.961,DESMATAMENTO_CR,2021-05-28,2021-05-29,2021-05-29,2021-05-28,5.0,22.258,41.323,22.258,22.387,41.484,30,69,30.899,2713,9.556,10.204,11.25,1,1,1,1297,-134_-20
E15688,AM,0,-66.81,-9.523,22.084,DESMATAMENTO_CR,2021-05-28,2021-06-16,2021-06-16,2021-05-28,6.0,20.867,38.867,20.867,23.484,41.484,35,69,47.229,2120,9.556,10.204,11.25,1,1,1,2014,-134_-20
E15689,AM,0,-66.815,-9.526,19.023,DESMATAMENTO_CR,2021-05-28,2021-06-10,2021-06-10,2021-05-28,6.0,21.0,39.667,21.0,22.387,41.484,30,69,38.645,1820,9.556,10.204,11.25,1,1,1,1326,-134_-20
E15690,RO,0,-66.589,-9.706,7.744,DESMATAMENTO_CR,2021-05-28,2021-05-29,2021-05-29,2021-05-28,5.0,45.452,41.323,45.452,45.677,41.484,62,69,61.193,723,10.392,11.222,12.827,1,1,1,723,-134_-20
E15691,AM,0,-66.751,-8.712,10.942,DESMATAMENTO_CR,2021-05-28,2021-06-10,2021-06-10,2021-05-28,6.0,22.667,39.667,22.667,24.29,41.484,31,69,58.138,1032,9.556,10.204,11.25,1,1,1,1014,-134_-18
E15692,AM,0,-65.52,-9.165,15.669,DESMATAMENTO_CR,2021-05-28,2021-05-12,2021-05-12,2021-05-12,5.0,46.677,37.065,46.677,46.677,37.065,63,59,38.637,1484,9.556,10.204,11.25,1,1,1,1366,-132_-19
E15693,AM,0,-65.562,-9.201,14.549,DESMATAMENTO_CR,2021-05-28,2021-04-24,2021-04-24,2021-04-24,4.0,52.0,40.0,52.0,52.0,40.0,64,59,51.659,1376,9.556,10.204,11.25,1,1,1,1349,-132_-19
E15694,AM,0,-66.998,-8.618,18.76,DESMATAMENTO_CR,2021-05-28,2021-05-23,2021-05-23,2021-05-23,5.0,23.258,31.032,23.258,23.258,31.032,28,47,44.194,1830,9.556,10.204,11.25,1,1,1,1502,-134_-18
E15695,AM,0,-65.532,-9.21,11.595,DESMATAMENTO_CR,2021-05-28,2021-05-12,2021-05-12,2021-05-12,5.0,50.903,37.065,50.903,50.903,37.065,63,59,44.884,1115,9.556,10.204,11.25,1,1,1,1025,-132_-19
E15696,AM,0,-66.942,-7.828,7.129,DESMATAMENTO_CR,2021-05-28,2021-08-09,2021-08-09,2021-05-28,8.0,9.839,12.419,9.839,20.29,14.194,27,20,54.504,651,9.556,10.204,11.25,1,1,1,636,-134_-16
E15697,AM,0,-66.99,-7.665,17.071,DESMATAMENTO_CR,2021-05-28,2021-05-29,2021-05-29,2021-05-28,5.0,21.129,14.129,21.129,21.194,14.194,27,20,42.195,1653,9.556,10.204,11.25,1,1,1,1496,-134_-16
E15698,AM,0,-65.638,-9.115,124.185,DESMATAMENTO_CR,2021-05-28,2021-02-05,2021-02-05,2021-02-05,2.0,116.0,53.286,116.0,116.0,53.286,124,59,47.292,11988,9.556,10.204,11.25,1,1,1,11884,-132_-19
E15699,AM,0,-65.664,-9.112,76.789,DESMATAMENTO_CR,2021-05-28,2021-04-30,2021-04-30,2021-04-30,4.0,98.0,39.0,98.0,98.0,39.0,118,59,50.401,7535,9.556,10.204,11.25,1,1,1,7489,-132_-19
E15700,AM,0,-65.717,-9.075,7.94,DESMATAMENTO_CR,2021-05-28,2021-04-30,2021-04-30,2021-04-30,4.0,116.0,39.0,116.0,116.0,39.0,132,59,50.666,692,9.556,10.204,11.25,1,1,1,684,-132_-19
E15701,AM,0,-65.517,-9.094,31.582,DESMATAMENTO_CR,2021-05-28,2021-03-31,2021-03-31,2021-03-31,3.0,112.0,44.0,112.0,112.0,44.0,118,59,46.076,3117,9.556,10.204,11.25,1,1,1,2049,-132_-19
E15702,AM,0,-65.514,-9.104,74.116,DESMATAMENTO_CR,2021-05-28,2021-03-31,2021-03-31,2021-03-31,3.0,127.0,44.0,127.0,127.0,44.0,135,59,43.512,7316,9.556,10.204,11.25,1,1,1,6532,-132_-19
E15703,RO,0,-65.719,-9.683,9.686,DESMATAMENTO_CR,2021-05-28,2021-05-12,2021-05-12,2021-05-12,5.0,45.677,55.903,45.677,45.677,55.903,53,89,49.714,931,10.392,11.222,12.827,1,1,1,848,-132_-20
E15704,RO,0,-65.056,-9.738,15.462,DESMATAMENTO_CR,2021-05-28,2021-05-12,2021-05-12,2021-05-12,5.0,25.226,55.903,25.226,25.226,55.903,30,89,49.646,1509,10.392,11.222,12.827,1,1,1,1459,-131_-20
E15705,RO,0,-65.04,-9.759,20.97,DESMATAMENTO_CR,2021-05-28,2021-05-24,2021-05-24,2021-05-24,5.0,24.452,52.806,24.452,24.452,52.806,30,89,37.912,2022,10.392,11.222,12.827,1,1,1,1813,-131_-20
E15706,RO,0,-65.016,-9.757,20.606,DESMATAMENTO_CR,2021-05-28,2021-05-18,2021-05-18,2021-05-18,5.0,27.839,54.355,27.839,27.839,54.355,33,89,44.268,1992,10.392,11.222,12.827,1,1,1,1604,-131_-20
E15707,RO,0,-65.01,-9.763,15.824,DESMATAMENTO_CR,2021-05-28,2021-05-12,2021-05-12,2021-05-12,5.0,25.226,55.903,25.226,25.226,55.903,31,89,41.071,1494,10.392,11.222,12.827,1,1,1,1439,-131_-20
E15708,RO,0,-65.012,-9.778,11.079,DESMATAMENTO_CR,2021-05-28,2021-03-13,2021-03-13,2021-03-13,3.0,33.0,71.226,33.0,33.0,71.226,35,89,31.887,1053,10.392,11.222,12.827,1,1,1,687,-131_-20
E15709,AM,0,-65.418,-8.995,21.374,DESMATAMENTO_CR,2021-05-28,2021-05-24,2021-05-24,2021-05-24,5.0,46.806,35.129,46.806,46.806,35.129,66,59,49.12,2034,9.556,10.204,11.25,1,1,1,2034,-131_-18
E15710,AM,0,-65.424,-9.024,9.048,DESMATAMENTO_CR,2021-05-28,2021-04-30,2021-04-30,2021-04-30,4.0,50.0,39.0,50.0,50.0,39.0,56,59,29.259,800,9.556,10.204,11.25,1,1,1,381,-131_-19
E15711,AM,0,-67.252,-9.063,6.998,DESMATAMENTO_CR,2021-05-28,2021-05-29,2021-05-29,2021-05-28,5.0,46.387,41.323,46.387,46.581,41.484,60,69,34.022,648,9.556,10.204,11.25,1,1,1,525,-135_-19
E15712,RO,0,-65.057,-9.78,13.816,DESMATAMENTO_CR,2021-05-28,2021-01-06,2021-01-06,2021-01-06,1.0,27.0,87.452,27.0,27.0,87.452,27,89,46.689,1297,10.392,11.222,12.827,1,1,1,1119,-131_-20
E15713,AM,0,-67.002,-8.619,9.039,DESMATAMENTO_CR,2021-05-28,2021-06-16,2021-06-16,2021-05-28,6.0,17.867,27.867,17.867,20.097,30.387,25,47,39.628,856,9.556,10.204,11.25,1,1,1,767,-135_-18
E15714,RO,0,-65.003,-9.777,24.804,DESMATAMENTO_CR,2021-05-28,2021-05-18,2021-05-18,2021-05-18,5.0,24.839,54.355,24.839,24.839,54.355,31,89,47.986,2430,10.392,11.222,12.827,1,1,1,2353,-131_-20
E15715,RO,0,-64.83,-10.416,7.461,DESMATAMENTO_CR,2021-05-28,2021-05-30,2021-05-30,2021-05-28,5.0,22.129,34.194,22.129,22.387,34.581,30,60,56.973,710,10.392,11.222,12.827,1,1,1,684,-130_-21
E15716,RO,0,-65.116,-10.167,9.557,DESMATAMENTO_CR,2021-05-28,2021-02-05,2021-02-05,2021-02-05,2.0,27.0,79.929,27.0,27.0,79.929,29,89,37.442,886,10.392,11.222,12.827,1,1,1,538,-131_-21
E15717,AM,0,-64.065,-8.36,8.162,DESMATAMENTO_CR,2021-08-31,2021-07-23,2021-07-23,2021-07-23,7.0,15.548,13.516,15.548,15.548,13.516,32,29,30.248,768,9.556,10.204,11.25,1,1,1,482,-129_-17
E15718,RO,0,-65.104,-10.16,9.267,DESMATAMENTO_CR,2021-05-28,2021-01-30,2021-01-30,2021-01-30,1.0,24.032,81.258,24.032,24.032,81.258,25,89,48.325,868,10.392,11.222,12.827,1,1,1,587,-131_-21
E15719,RO,0,-65.095,-10.159,13.018,DESMATAMENTO_CR,2021-05-28,2021-03-31,2021-03-31,2021-03-31,3.0,25.0,66.0,25.0,25.0,66.0,26,89,30.913,1234,10.392,11.222,12.827,1,1,1,73,-131_-21
E15720,RO,0,-65.098,-10.177,12.866,DESMATAMENTO_CR,2021-05-28,2021-02-05,2021-02-05,2021-02-05,2.0,27.0,79.929,27.0,27.0,79.929,29,89,33.352,1224,10.392,11.222,12.827,1,1,1,556,-131_-21
E15721,AM,0,-67.012,-8.611,17.786,DESMATAMENTO_CR,2021-05-28,2021-05-11,2021-05-11,2021-05-11,5.0,23.935,32.581,23.935,23.935,32.581,26,47,37.589,1714,9.556,10.204,11.25,1,1,1,1400,-135_-18
E15722,AM,0,-67.376,-8.959,8.167,DESMATAMENTO_CR,2021-05-28,2021-05-29,2021-05-29,2021-05-28,5.0,23.065,41.323,23.065,23.097,41.484,28,69,40.318,785,9.556,10.204,11.25,1,1,1,783,-135_-18
E15723,AM,0,-63.757,-7.506,32.237,DESMATAMENTO_CR,2021-08-31,2021-08-28,2021-08-28,2021-08-28,8.0,8.677,10.29,8.677,8.677,10.29,29,29,30.8,3163,9.556,10.204,11.25,1,1,1,2674,-128_-16
E15724,AM,0,-67.251,-7.63,6.986,DESMATAMENTO_CR,2021-05-28,2021-06-10,2021-06-10,2021-05-28,6.0,25.333,13.667,25.333,27.194,14.194,33,20,62.137,652,9.556,10.204,11.25,1,1,1,652,-135_-16
E15725,RO,0,-64.77,-9.974,9.727,DESMATAMENTO_CR,2021-05-28,2021-04-30,2021-04-30,2021-04-30,4.0,112.0,59.0,112.0,112.0,59.0,128,89,34.862,909,10.392,11.222,12.827,1,1,1,392,-130_-20
E15726,RO,0,-64.88,-9.96,62.346,DESMATAMENTO_CR,2021-05-28,2021-03-19,2021-03-19,2021-03-19,3.0,54.0,69.484,54.0,54.0,69.484,56,89,49.31,6164,10.392,11.222,12.827,1,1,1,6125,-130_-20
E15727,AM,0,-67.115,-8.574,10.276,DESMATAMENTO_CR,2021-05-28,2021-05-05,2021-05-05,2021-05-05,5.0,51.355,33.355,51.355,51.355,33.355,56,47,57.415,972,9.556,10.204,11.25,1,1,1,916,-135_-18
E15728,RO,0,-64.773,-9.917,10.159,DESMATAMENTO_CR,2021-05-28,2021-01-12,2021-01-12,2021-01-12,1.0,68.0,85.903,68.0,68.0,85.903,68,89,58.797,948,10.392,11.222,12.827,1,1,1,940,-130_-20
E15729,RO,0,-64.937,-9.968,13.814,DESMATAMENTO_CR,2021-05-28,2021-04-06,2021-04-06,2021-04-06,4.0,57.8,64.6,57.8,57.8,64.6,58,89,44.222,1330,10.392,11.222,12.827,1,1,1,889,-130_-20
E15730,RO,0,-64.99,-9.865,12.975,DESMATAMENTO_CR,2021-05-28,2021-03-31,2021-03-31,2021-03-31,3.0,24.0,66.0,24.0,24.0,66.0,25,89,53.961,1260,10.392,11.222,12.827,1,1,1,1161,-130_-20
E15731,AM,0,-68.233,-6.645,7.386,DESMATAMENTO_CR,2021-08-31,2021-07-15,2021-07-15,2021-07-15,7.0,15.581,26.581,15.581,15.581,26.581,28,58,23.938,684,9.556,10.204,11.25,1,1,1,547,-137_-14
E15732,AM,0,-67.02,-8.614,85.728,DESMATAMENTO_CR,2021-05-28,2021-05-05,2021-05-05,2021-05-05,5.0,23.677,33.355,23.677,23.677,33.355,29,47,46.88,8343,9.556,10.204,11.25,1,1,1,7744,-135_-18
E15733,AM,0,-67.105,-8.657,11.777,DESMATAMENTO_CR,2021-05-28,2021-05-29,2021-05-29,2021-05-28,5.0,48.387,30.258,48.387,48.581,30.387,64,47,40.34,1101,9.556,10.204,11.25,1,1,1,946,-135_-18
E15734,AM,0,-67.086,-8.715,16.753,DESMATAMENTO_CR,2021-05-28,2021-01-11,2021-01-11,2021-01-11,1.0,30.0,46.29,30.0,30.0,46.29,30,47,39.739,1576,9.556,10.204,11.25,1,1,1,556,-135_-18
E15735,RO,0,-64.613,-10.494,27.141,DESMATAMENTO_CR,2021-05-28,2021-04-24,2021-04-24,2021-04-24,4.0,27.8,40.8,27.8,27.8,40.8,33,60,39.091,2654,10.392,11.222,12.827,1,1,1,1511,-130_-21
E15736,AM,0,-67.153,-8.541,31.682,DESMATAMENTO_CR,2021-05-28,2021-05-23,2021-05-23,2021-05-23,5.0,42.516,31.032,42.516,42.516,31.032,56,47,48.899,3112,9.556,10.204,11.25,1,1,1,2908,-135_-18
E15737,RO,0,-64.612,-10.486,78.52,DESMATAMENTO_CR,2021-05-28,2021-04-24,2021-04-24,2021-04-24,4.0,25.8,40.8,25.8,25.8,40.8,31,60,45.511,7827,10.392,11.222,12.827,1,1,1,4094,-130_-21
E15738,AM,0,-67.341,-8.931,7.396,DESMATAMENTO_CR,2021-05-28,2021-05-23,2021-05-23,2021-05-23,5.0,25.258,42.29,25.258,25.258,42.29,28,69,45.49,704,9.556,10.204,11.25,1,1,1,498,-135_-18
E15739,RO,0,-63.76,-9.326,7.91,DESMATAMENTO_CR,2021-05-28,2021-03-14,2021-03-14,2021-03-14,3.0,38.097,45.742,38.097,38.097,45.742,42,58,43.553,706,10.392,11.222,12.827,1,1,1,222,-128_-19
E15740,RO,0,-63.756,-9.329,16.27,DESMATAMENTO_CR,2021-05-28,2021-03-02,2021-03-02,2021-03-02,3.0,37.871,47.677,37.871,37.871,47.677,40,58,54.495,1495,10.392,11.222,12.827,1,1,1,1358,-128_-19
E15741,AC,0,-69.503,-8.761,14.81,DESMATAMENTO_CR,2021-08-31,2021-08-02,2021-08-02,2021-08-02,8.0,11.742,22.613,11.742,11.742,22.613,22,57,31.668,1436,10.428,11.218,12.469,1,1,1,1105,-140_-18
E15742,RO,0,-64.928,-9.733,13.247,DESMATAMENTO_CR,2021-05-28,2021-04-30,2021-04-30,2021-04-30,4.0,28.0,59.0,28.0,28.0,59.0,32,89,51.646,1280,10.392,11.222,12.827,1,1,1,1186,-130_-20
E15743,RO,0,-64.192,-9.928,34.878,DESMATAMENTO_CR,2021-05-28,2021-04-30,2021-04-30,2021-04-30,4.0,54.0,98.0,54.0,54.0,98.0,66,148,48.423,3432,10.392,11.222,12.827,1,1,1,2827,-129_-20
E15744,RO,0,-63.76,-9.332,13.536,DESMATAMENTO_CR,2021-05-28,2021-02-18,2021-02-18,2021-02-18,2.0,37.0,49.429,37.0,37.0,49.429,39,58,58.608,1248,10.392,11.222,12.827,1,1,1,1123,-128_-19
E15745,RO,0,-64.157,-9.835,23.732,DESMATAMENTO_CR,2021-05-28,2021-05-18,2021-05-18,2021-05-18,5.0,50.935,89.871,50.935,50.935,89.871,66,147,38.535,2300,10.392,11.222,12.827,1,1,1,117,-129_-20
E15746,AM,0,-67.249,-7.63,18.146,DESMATAMENTO_CR,2021-05-28,2021-05-05,2021-05-05,2021-05-05,5.0,26.677,15.677,26.677,26.677,15.677,32,20,62.61,1740,9.556,10.204,11.25,1,1,1,1740,-135_-16
E15747,AM,0,-67.152,-7.663,12.684,DESMATAMENTO_CR,2021-05-28,2021-05-05,2021-05-05,2021-05-05,5.0,49.032,15.677,49.032,49.032,15.677,56,20,46.325,1200,9.556,10.204,11.25,1,1,1,1140,-135_-16
E15748,RO,0,-64.699,-10.514,51.246,DESMATAMENTO_CR,2021-05-28,2021-06-11,2021-06-11,2021-05-28,6.0,23.533,32.533,23.533,25.387,34.581,36,60,54.191,4978,10.392,11.222,12.827,1,1,1,3682,-130_-22
E15749,AM,0,-67.319,-8.593,6.964,DESMATAMENTO_CR,2021-05-28,,,,,,,,,,29,47,21.196,639,9.556,10.204,11.25,1,1,1,0,-135_-18
E15750,AM,0,-65.998,-9.242,24.04,DESMATAMENTO_CR,2021-05-28,2021-05-06,2021-05-06,2021-05-06,5.0,24.226,71.258,24.226,24.226,71.258,32,106,57.868,2329,9.556,10.204,11.25,1,1,1,2315,-132_-19
