event_id,state,radd_only,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,event_month,clear_post_radd_any,s1_post_radd_any,clear_post_radd_high,clear_post_date_upper,s1_post_date_upper,clear_total,s1_total,ang_mean_deg,ang_npx,tau_p85,tau_p90,tau_p95,reg_p85,registered,reg_p95,radd_npx,block
E36,PA,0,-56.05,-2.51,18.908,DESMATAMENTO_CR,2021-10-03,2021-07-15,2021-07-15,2021-07-15,7.0,29.097,20.548,29.097,29.097,20.548,42,37,33.792,1823,12.102,12.73,13.754,1,1,1,1744,-113_-6
E37,PA,0,-55.91,-4.84,11.199,DESMATAMENTO_CR,2021-09-22,2021-09-19,2021-09-19,2021-09-19,9.0,7.733,14.833,7.733,7.733,14.833,25,58,33.415,1065,12.102,12.73,13.754,1,1,1,137,-112_-10
E38,PA,0,-56.093,-4.865,9.549,DESMATAMENTO_CR,2021-10-03,2021-08-14,2021-08-14,2021-08-14,8.0,20.387,20.742,20.387,20.387,20.742,56,58,41.938,874,12.102,12.73,13.754,1,1,1,537,-113_-10
E39,PA,0,-56.107,-4.856,12.671,DESMATAMENTO_CR,2021-10-03,2021-05-28,2021-05-28,2021-05-28,5.0,19.194,33.484,19.194,19.194,33.484,25,58,22.915,1158,12.102,12.73,13.754,1,1,1,248,-113_-10
E40,PA,0,-56.183,-4.996,19.07,DESMATAMENTO_CR,2021-10-03,2021-02-03,2021-02-03,2021-02-03,2.0,21.893,52.464,21.893,21.893,52.464,22,58,32.041,1731,12.102,12.73,13.754,1,1,1,617,-113_-10
E41,PA,0,-55.797,-4.668,121.65,DESMATAMENTO_CR,2021-09-22,2021-01-10,2021-01-10,2021-01-10,1.0,23.0,56.387,23.0,23.0,56.387,23,58,22.635,11856,12.102,12.73,13.754,1,1,1,2080,-112_-10
E42,PA,0,-55.011,-7.768,6.911,DESMATAMENTO_CR,2021-10-03,2021-07-16,2021-07-16,2021-07-16,7.0,15.419,25.935,15.419,15.419,25.935,35,58,25.274,645,12.102,12.73,13.754,1,1,1,370,-111_-16
E43,PA,0,-55.011,-7.763,10.229,DESMATAMENTO_CR,2021-10-03,2021-07-10,2021-07-10,2021-07-10,7.0,16.387,26.71,16.387,16.387,26.71,36,58,19.666,960,12.102,12.73,13.754,1,1,1,317,-111_-16
E44,PA,0,-55.797,-4.844,16.983,DESMATAMENTO_CR,2021-09-22,2021-07-03,2021-07-03,2021-07-03,7.0,16.613,27.516,16.613,16.613,27.516,29,58,27.667,1648,12.102,12.73,13.754,1,1,1,586,-112_-10
E45,PA,0,-55.695,-4.694,16.496,DESMATAMENTO_CR,2021-10-03,2021-07-21,2021-07-21,2021-07-21,7.0,10.968,24.613,10.968,10.968,24.613,25,58,31.533,1620,12.102,12.73,13.754,1,1,1,101,-112_-10
E46,PA,0,-55.247,-6.534,59.187,DESMATAMENTO_CR,2021-09-22,2021-08-02,2021-08-02,2021-08-02,8.0,13.677,45.355,13.677,13.677,45.355,31,115,22.011,5849,12.102,12.73,13.754,1,1,1,791,-111_-14
E47,PA,0,-55.072,-7.67,6.845,DESMATAMENTO_CR,2021-10-03,2021-03-30,2021-03-30,2021-03-30,3.0,31.065,43.161,31.065,31.065,43.161,36,58,29.66,641,12.102,12.73,13.754,1,1,1,396,-111_-16
E48,PA,0,-55.334,-7.689,106.402,DESMATAMENTO_CR,2021-10-03,2021-03-30,2021-03-30,2021-03-30,3.0,31.065,87.29,31.065,31.065,87.29,37,116,46.374,10407,12.102,12.73,13.754,1,1,1,9164,-111_-16
E49,PA,0,-55.131,-7.698,6.326,DESMATAMENTO_CR,2021-10-03,2021-05-11,2021-05-11,2021-05-11,5.0,53.742,36.226,53.742,53.742,36.226,68,58,23.134,565,12.102,12.73,13.754,1,1,1,251,-111_-16
E50,PA,0,-55.966,-4.587,18.541,DESMATAMENTO_CR,2021-09-22,2021-08-08,2021-08-08,2021-08-08,8.0,23.935,25.71,23.935,23.935,25.71,58,62,28.433,1782,12.102,12.73,13.754,1,1,1,999,-112_-10
E51,PA,0,-55.245,-6.421,10.864,DESMATAMENTO_CR,2021-10-03,2021-05-22,2021-05-22,2021-05-22,5.0,20.161,67.903,20.161,20.161,67.903,26,115,38.756,1005,12.102,12.73,13.754,1,1,1,626,-111_-13
E52,PA,0,-55.032,-7.537,11.913,DESMATAMENTO_CR,2021-09-22,2021-01-05,2021-01-05,2021-01-05,1.0,26.0,57.194,26.0,26.0,57.194,26,58,35.019,1136,12.102,12.73,13.754,1,1,1,1064,-111_-16
E53,PA,0,-54.963,-4.502,15.739,DESMATAMENTO_CR,2021-10-03,2021-08-20,2021-08-20,2021-08-20,8.0,5.774,19.774,5.774,5.774,19.774,26,58,25.417,1513,12.102,12.73,13.754,1,1,1,633,-110_-10
E54,PA,0,-55.788,-4.839,90.918,DESMATAMENTO_CR,2021-09-22,2021-01-28,2021-01-28,2021-01-28,1.0,23.097,53.484,23.097,23.097,53.484,24,58,21.855,8798,12.102,12.73,13.754,1,1,1,1313,-112_-10
E55,PA,0,-54.49,-3.53,17.047,DESMATAMENTO_CR,2021-10-03,2021-08-08,2021-08-08,2021-08-08,8.0,12.452,23.71,12.452,12.452,23.71,31,60,19.921,1597,12.102,12.73,13.754,1,1,1,59,-109_-8
E56,PA,0,-55.888,-4.798,6.925,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,9.0,9.567,15.833,9.567,9.567,15.833,31,58,29.007,629,12.102,12.73,13.754,1,1,1,322,-112_-10
E57,PA,0,-54.483,-3.126,19.998,DESMATAMENTO_CR,2021-10-03,2021-08-27,2021-09-25,2021-08-27,8.0,8.516,20.645,5.5,8.516,20.645,27,60,17.776,1930,12.102,12.73,13.754,1,1,1,70,-109_-7
E58,PA,0,-54.459,-4.085,74.378,DESMATAMENTO_CR,2021-10-03,2021-02-22,2021-02-22,2021-02-22,2.0,22.0,49.071,22.0,22.0,49.071,23,58,22.691,7291,12.102,12.73,13.754,1,1,1,219,-109_-9
E59,PA,0,-55.84,-4.796,10.01,DESMATAMENTO_CR,2021-09-22,2021-08-20,2021-08-20,2021-08-20,8.0,6.419,19.774,6.419,6.419,19.774,23,58,28.228,918,12.102,12.73,13.754,1,1,1,342,-112_-10
E60,PA,0,-55.772,-4.581,38.273,DESMATAMENTO_CR,2021-09-22,2021-05-28,2021-05-28,2021-05-28,5.0,38.387,37.484,38.387,38.387,37.484,48,62,23.069,3674,12.102,12.73,13.754,1,1,1,515,-112_-10
E61,PA,0,-54.075,-3.46,12.472,DESMATAMENTO_CR,2021-10-03,2021-07-10,2021-07-10,2021-07-10,7.0,14.355,13.355,14.355,14.355,13.355,25,29,24.753,1178,12.102,12.73,13.754,1,1,1,972,-109_-7
E62,PA,0,-54.179,-3.457,13.934,DESMATAMENTO_CR,2021-10-03,2021-07-22,2021-07-22,2021-07-22,7.0,12.161,12.581,12.161,12.161,12.581,29,29,25.657,1311,12.102,12.73,13.754,1,1,1,1141,-109_-7
E63,PA,0,-53.405,-1.217,10.405,DESMATAMENTO_CR,2021-10-03,2021-09-26,2021-09-26,2021-09-26,9.0,13.067,7.667,13.067,13.067,7.667,53,34,26.562,991,12.102,12.73,13.754,1,1,1,226,-107_-3
E64,PA,0,-55.095,-7.345,7.479,DESMATAMENTO_CR,2021-09-22,2021-08-09,2021-08-09,2021-08-09,8.0,11.548,22.548,11.548,11.548,22.548,30,58,25.879,698,12.102,12.73,13.754,1,1,1,365,-111_-15
E65,PA,0,-54.833,-1.796,7.566,DESMATAMENTO_CR,2021-10-03,2021-07-15,2021-07-27,2021-07-15,7.0,33.613,14.548,30.903,33.613,14.548,61,31,35.201,661,12.102,12.73,13.754,1,1,1,48,-110_-4
E66,PA,0,-53.243,-3.34,10.23,DESMATAMENTO_CR,2021-10-03,2021-01-11,2021-01-11,2021-01-11,1.0,25.645,28.29,25.645,25.645,28.29,26,29,27.388,955,12.102,12.73,13.754,1,1,1,146,-107_-7
E67,PA,0,-55.216,-8.442,13.635,DESMATAMENTO_CR,2021-09-22,2021-08-15,2021-08-15,2021-08-15,8.0,11.097,21.581,11.097,11.097,21.581,35,58,16.848,1280,12.102,12.73,13.754,1,1,1,286,-111_-17
E68,PA,0,-53.95,-4.104,24.244,DESMATAMENTO_CR,2021-10-03,2021-01-17,2021-01-17,2021-01-17,1.0,26.355,55.258,26.355,26.355,55.258,28,58,24.831,2361,12.102,12.73,13.754,1,1,1,860,-108_-9
E69,PA,0,-53.489,-4.166,17.373,DESMATAMENTO_CR,2021-10-03,2021-01-17,2021-01-17,2021-01-17,1.0,45.903,55.258,45.903,45.903,55.258,47,58,21.468,1634,12.102,12.73,13.754,1,1,1,690,-107_-9
E70,PA,0,-55.217,-7.382,17.338,DESMATAMENTO_CR,2021-09-22,2021-08-09,2021-08-09,2021-08-09,8.0,12.548,22.548,12.548,12.548,22.548,33,58,23.963,1645,12.102,12.73,13.754,1,1,1,64,-111_-15
E71,PA,0,-53.645,-5.867,28.926,DESMATAMENTO_CR,2021-10-03,2021-06-04,2021-06-04,2021-06-04,6.0,41.2,31.333,41.2,41.2,31.333,56,57,38.299,2819,12.102,12.73,13.754,1,1,1,2305,-108_-12
E72,PA,0,-54.067,-1.173,6.239,DESMATAMENTO_CR,2021-10-03,2021-08-08,2021-08-08,2021-08-08,8.0,10.968,28.194,10.968,10.968,28.194,24,65,42.275,587,12.102,12.73,13.754,1,1,1,190,-109_-3
E73,PA,0,-54.135,-1.236,35.922,DESMATAMENTO_CR,2021-10-03,2021-08-20,2021-09-01,2021-08-20,8.0,9.065,25.484,7.933,9.065,25.484,20,65,31.15,3460,12.102,12.73,13.754,1,1,1,654,-109_-3
E74,PA,0,-53.889,-3.975,9.824,DESMATAMENTO_CR,2021-10-03,2021-08-09,2021-08-09,2021-08-09,8.0,9.839,22.548,9.839,9.839,22.548,22,58,32.654,939,12.102,12.73,13.754,1,1,1,915,-108_-8
E75,PA,0,-55.79,-4.11,12.941,DESMATAMENTO_CR,2021-09-22,2021-07-03,2021-07-03,2021-07-03,7.0,18.613,31.516,18.613,18.613,31.516,32,62,30.86,1238,12.102,12.73,13.754,1,1,1,669,-112_-9
E76,PA,0,-53.883,-2.316,6.752,DESMATAMENTO_CR,2021-10-03,2021-07-22,2021-07-22,2021-07-22,7.0,14.161,12.581,14.161,14.161,12.581,23,29,31.852,647,12.102,12.73,13.754,1,1,1,112,-108_-5
E77,PA,0,-55.185,-6.826,7.011,DESMATAMENTO_CR,2021-09-22,2021-05-23,2021-05-23,2021-05-23,5.0,44.065,67.581,44.065,44.065,67.581,56,115,32.462,652,12.102,12.73,13.754,1,1,1,442,-111_-14
E78,PA,0,-54.161,-1.195,11.845,DESMATAMENTO_CR,2021-10-03,2021-08-20,2021-08-20,2021-08-20,8.0,10.419,11.71,10.419,10.419,11.71,28,31,32.754,1103,12.102,12.73,13.754,1,1,1,339,-109_-3
E79,PA,0,-54.151,-1.214,12.294,DESMATAMENTO_CR,2021-10-03,2021-08-08,2021-09-01,2021-08-08,8.0,11.71,12.484,7.867,11.71,12.484,26,31,24.827,1151,12.102,12.73,13.754,1,1,1,21,-109_-3
E80,PA,0,-51.828,-3.807,21.796,DESMATAMENTO_CR,2021-10-03,2021-07-29,2021-07-29,2021-07-29,7.0,21.387,11.194,21.387,21.387,11.194,47,29,22.632,2110,12.102,12.73,13.754,1,1,1,946,-104_-8
E81,PA,0,-51.973,-3.882,40.124,DESMATAMENTO_CR,2021-10-03,2021-08-22,2021-08-22,2021-08-22,8.0,6.452,9.581,6.452,6.452,9.581,24,29,20.453,3915,12.102,12.73,13.754,1,1,1,853,-104_-8
E82,PA,0,-55.246,-6.547,57.84,DESMATAMENTO_CR,2021-09-22,2021-07-15,2021-08-21,2021-07-15,7.0,15.581,50.645,10.29,15.581,50.645,33,115,22.036,5673,12.102,12.73,13.754,1,1,1,670,-111_-14
E83,PA,0,-53.885,-4.023,9.21,DESMATAMENTO_CR,2021-10-03,2021-05-11,2021-05-11,2021-05-11,5.0,17.581,36.226,17.581,17.581,36.226,24,58,20.996,854,12.102,12.73,13.754,1,1,1,309,-108_-9
E84,PA,0,-51.54,-3.031,27.486,DESMATAMENTO_CR,2021-10-03,2021-05-06,2021-05-06,2021-05-06,5.0,16.613,18.419,16.613,16.613,18.419,21,29,56.735,2646,12.102,12.73,13.754,1,1,1,2137,-104_-7
E85,PA,0,-56.022,-4.892,13.909,DESMATAMENTO_CR,2021-09-22,2021-08-02,2021-08-02,2021-08-02,8.0,25.484,22.677,25.484,25.484,22.677,58,58,22.457,1305,12.102,12.73,13.754,1,1,1,530,-113_-10
E86,PA,0,-53.679,-1.366,19.332,DESMATAMENTO_CR,2021-10-03,2021-09-26,2021-09-26,2021-09-26,9.0,15.333,7.667,15.333,15.333,7.667,67,34,24.436,1844,12.102,12.73,13.754,1,1,1,176,-108_-3
E87,PA,0,-51.809,-2.953,6.712,DESMATAMENTO_CR,2021-10-03,2021-07-17,2021-07-17,2021-07-17,7.0,12.903,12.355,12.903,12.903,12.355,23,29,35.349,592,12.102,12.73,13.754,1,1,1,369,-104_-6
E88,PA,0,-51.799,-2.847,8.895,DESMATAMENTO_CR,2021-10-03,2021-01-18,2021-01-18,2021-01-18,1.0,17.0,27.258,17.0,17.0,27.258,17,29,27.022,833,12.102,12.73,13.754,1,1,1,655,-104_-6
E89,PA,0,-55.588,-7.277,118.248,DESMATAMENTO_CR,2021-09-22,2021-08-14,2021-08-14,2021-08-14,8.0,23.387,21.742,23.387,23.387,21.742,69,58,17.653,11780,12.102,12.73,13.754,1,1,1,652,-112_-15
E90,PA,0,-51.841,-2.848,21.122,DESMATAMENTO_CR,2021-10-03,2021-06-23,2021-06-23,2021-06-23,6.0,28.867,14.467,28.867,28.867,14.467,47,29,26.188,1955,12.102,12.73,13.754,1,1,1,169,-104_-6
E91,PA,0,-56.013,-4.863,17.436,DESMATAMENTO_CR,2021-09-22,2021-07-09,2021-07-09,2021-07-09,7.0,29.677,26.548,29.677,29.677,26.548,49,58,36.51,1676,12.102,12.73,13.754,1,1,1,580,-113_-10
E92,RO,0,-60.706,-13.234,11.589,DESMATAMENTO_CR,2021-10-03,2021-06-14,2021-06-14,2021-06-14,6.0,20.133,79.4,20.133,20.133,79.4,33,146,34.387,1097,10.392,11.222,12.827,1,1,1,550,-122_-27
E93,RO,0,-60.842,-12.707,10.405,DESMATAMENTO_CR,2021-10-03,2021-05-20,2021-05-20,2021-05-20,5.0,49.419,72.548,49.419,49.419,72.548,66,119,18.892,985,10.392,11.222,12.827,1,1,1,581,-122_-26
E94,RO,0,-60.841,-12.701,10.436,DESMATAMENTO_CR,2021-10-03,2021-08-06,2021-08-06,2021-08-06,8.0,21.677,46.065,21.677,21.677,46.065,61,119,17.682,1000,10.392,11.222,12.827,1,1,1,199,-122_-26
E95,PA,0,-51.8,-2.731,8.238,DESMATAMENTO_CR,2021-10-03,2021-01-18,2021-01-18,2021-01-18,1.0,43.0,27.258,43.0,43.0,27.258,43,29,46.249,765,12.102,12.73,13.754,1,1,1,403,-104_-6
E96,PA,0,-56.061,-4.828,11.475,DESMATAMENTO_CR,2021-09-22,2021-08-14,2021-08-14,2021-08-14,8.0,22.387,20.742,22.387,22.387,20.742,56,58,33.423,1089,12.102,12.73,13.754,1,1,1,416,-113_-10
E97,PA,0,-55.097,-4.378,35.933,DESMATAMENTO_CR,2021-09-22,2021-08-20,2021-08-20,2021-08-20,8.0,6.419,23.774,6.419,6.419,23.774,20,62,22.095,3465,12.102,12.73,13.754,1,1,1,608,-111_-9
E98,MT,0,-59.344,-16.242,22.176,DESMATAMENTO_CR,2021-10-03,2021-08-08,2021-08-08,2021-08-08,8.0,39.419,55.903,39.419,39.419,55.903,88,145,20.818,2200,12.411,13.169,14.702,1,1,1,131,-119_-33
E99,PA,0,-56.048,-4.695,13.042,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,9.0,15.4,15.833,15.4,15.4,15.833,50,58,18.931,1232,12.102,12.73,13.754,1,1,1,297,-113_-10
E100,PA,0,-54.542,-1.282,6.485,DESMATAMENTO_CR,2021-10-03,2021-06-21,2021-06-21,2021-06-21,6.0,19.6,16.6,19.6,19.6,16.6,33,31,36.44,606,12.102,12.73,13.754,1,1,1,442,-110_-3
E101,PA,0,-54.553,-1.279,8.663,DESMATAMENTO_CR,2021-10-03,2021-07-27,2021-07-27,2021-07-27,7.0,22.516,13.387,22.516,22.516,13.387,46,31,38.746,815,12.102,12.73,13.754,1,1,1,614,-110_-3
E102,PA,0,-54.814,-1.495,11.025,DESMATAMENTO_CR,2021-10-03,2021-07-27,2021-07-27,2021-07-27,7.0,15.645,13.387,15.645,15.645,13.387,33,31,39.138,1038,12.102,12.73,13.754,1,1,1,681,-110_-3
E103,PA,0,-54.008,-1.256,9.974,DESMATAMENTO_CR,2021-10-03,2021-09-25,2021-09-25,2021-09-25,9.0,6.667,16.333,6.667,6.667,16.333,28,65,28.635,931,12.102,12.73,13.754,1,1,1,376,-109_-3
E104,PA,0,-55.226,-4.441,11.549,DESMATAMENTO_CR,2021-09-22,2021-09-01,2021-09-01,2021-09-01,9.0,3.967,21.833,3.967,3.967,21.833,23,62,25.184,1128,12.102,12.73,13.754,1,1,1,197,-111_-9
E105,PA,0,-53.703,-1.316,9.845,DESMATAMENTO_CR,2021-10-03,2021-09-14,2021-09-14,2021-09-14,9.0,9.667,9.667,9.667,9.667,9.667,33,34,26.814,891,12.102,12.73,13.754,1,1,1,36,-108_-3
E106,PA,0,-53.466,-1.477,8.866,DESMATAMENTO_CR,2021-10-03,2021-08-03,2021-08-03,2021-08-03,8.0,33.032,16.516,33.032,33.032,16.516,50,34,37.822,814,12.102,12.73,13.754,1,1,1,35,-107_-3
E107,PA,0,-55.101,-4.433,12.531,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,9.0,4.7,15.833,4.7,4.7,15.833,26,58,19.854,1165,12.102,12.73,13.754,1,1,1,272,-111_-9
E108,PA,0,-51.699,-2.619,10.962,DESMATAMENTO_CR,2021-10-03,2021-08-10,2021-08-10,2021-08-10,8.0,10.032,10.355,10.032,10.032,10.355,29,29,34.365,1049,12.102,12.73,13.754,1,1,1,339,-104_-6
E109,PA,0,-55.138,-6.416,13.8,DESMATAMENTO_CR,2021-09-22,2021-02-22,2021-02-22,2021-02-22,2.0,101.0,97.143,101.0,101.0,97.143,109,115,17.529,1306,12.102,12.73,13.754,1,1,1,336,-111_-13
E110,PA,0,-51.267,-2.613,6.696,DESMATAMENTO_CR,2021-10-03,2021-07-05,2021-07-05,2021-07-05,7.0,15.516,13.516,15.516,15.516,13.516,24,29,32.264,582,12.102,12.73,13.754,1,1,1,55,-103_-6
E111,PA,0,-51.252,-2.264,11.703,DESMATAMENTO_CR,2021-10-03,2021-05-30,2021-05-30,2021-05-30,5.0,13.065,16.097,13.065,13.065,16.097,21,29,32.789,1105,12.102,12.73,13.754,1,1,1,163,-103_-5
E112,AP,0,-51.414,2.776,10.469,DESMATAMENTO_CR,2021-10-03,2021-09-19,2021-09-19,2021-09-19,9.0,6.467,24.667,6.467,6.467,24.667,24,93,24.555,971,12.949,13.47,14.359,1,1,1,271,-103_5
E113,PA,0,-50.578,-4.538,9.737,DESMATAMENTO_CR,2021-10-04,2021-08-10,2021-08-10,2021-08-10,8.0,14.129,22.387,14.129,14.129,22.387,52,59,20.125,915,12.102,12.73,13.754,1,1,1,486,-102_-10
E114,PA,0,-50.404,-4.218,11.331,DESMATAMENTO_CR,2021-10-04,2021-05-01,2021-05-01,2021-05-01,5.0,23.839,20.903,23.839,23.839,20.903,27,30,28.01,1070,12.102,12.73,13.754,1,1,1,660,-101_-9
E115,PA,0,-49.768,-4.989,6.972,DESMATAMENTO_CR,2021-10-04,2021-09-10,2021-09-10,2021-09-10,9.0,6.0,9.333,6.0,6.0,9.333,24,30,24.064,652,12.102,12.73,13.754,1,1,1,177,-100_-10
E116,PA,0,-49.939,-4.818,10.782,DESMATAMENTO_CR,2021-10-04,2021-01-01,2021-01-01,2021-01-01,1.0,16.968,29.903,16.968,16.968,29.903,17,30,27.149,1005,12.102,12.73,13.754,1,1,1,551,-100_-10
E117,PA,0,-49.939,-4.816,11.727,DESMATAMENTO_CR,2021-10-04,2021-01-01,2021-01-01,2021-01-01,1.0,19.0,29.903,19.0,19.0,29.903,19,30,25.133,1088,12.102,12.73,13.754,1,1,1,826,-100_-10
E118,PA,0,-50.489,-4.984,9.566,DESMATAMENTO_CR,2021-10-04,2021-01-01,2021-01-01,2021-01-01,1.0,45.935,29.903,45.935,45.935,29.903,46,30,29.633,885,12.102,12.73,13.754,1,1,1,534,-101_-10
E119,PA,0,-50.377,-4.371,9.936,DESMATAMENTO_CR,2021-10-04,2021-01-01,2021-01-01,2021-01-01,1.0,52.968,29.903,52.968,52.968,29.903,53,30,37.329,922,12.102,12.73,13.754,1,1,1,29,-101_-9
E120,PA,0,-50.339,-4.312,6.561,DESMATAMENTO_CR,2021-10-04,2021-01-01,2021-01-01,2021-01-01,1.0,43.968,29.903,43.968,43.968,29.903,44,30,31.901,589,12.102,12.73,13.754,1,1,1,245,-101_-9
E121,PA,0,-55.062,-4.42,15.532,DESMATAMENTO_CR,2021-09-22,2021-08-26,2021-08-26,2021-08-26,8.0,7.806,18.806,7.806,7.806,18.806,25,58,24.099,1475,12.102,12.73,13.754,1,1,1,242,-111_-9
E122,PA,0,-49.296,-5.694,26.693,DESMATAMENTO_CR,2021-10-04,2021-05-01,2021-05-01,2021-05-01,5.0,22.871,20.903,22.871,22.871,20.903,28,30,25.847,2589,12.102,12.73,13.754,1,1,1,483,-99_-12
E123,PA,0,-50.469,-4.23,7.243,DESMATAMENTO_CR,2021-10-04,2021-07-12,2021-07-12,2021-07-12,7.0,10.452,27.065,10.452,10.452,27.065,27,59,37.483,658,12.102,12.73,13.754,1,1,1,155,-101_-9
E124,PA,0,-50.465,-4.225,8.753,DESMATAMENTO_CR,2021-10-04,2021-01-01,2021-01-01,2021-01-01,1.0,26.0,58.806,26.0,26.0,58.806,26,59,19.483,787,12.102,12.73,13.754,1,1,1,38,-101_-9
E125,PA,0,-50.427,-3.996,9.738,DESMATAMENTO_CR,2021-10-04,2021-01-25,2021-01-25,2021-01-25,1.0,31.0,54.161,31.0,31.0,54.161,31,59,30.586,924,12.102,12.73,13.754,1,1,1,227,-101_-8
E126,PA,0,-50.304,-3.731,10.939,DESMATAMENTO_CR,2021-10-04,2021-09-22,2021-09-22,2021-09-22,9.0,6.067,8.533,6.067,6.067,8.533,28,30,28.087,1039,12.102,12.73,13.754,1,1,1,571,-101_-8
E127,PA,0,-54.478,-3.645,20.46,DESMATAMENTO_CR,2021-09-22,2021-09-20,2021-09-20,2021-09-20,9.0,9.667,16.667,9.667,9.667,16.667,54,60,20.331,1965,12.102,12.73,13.754,1,1,1,386,-109_-8
E128,PA,0,-48.037,-2.313,7.3,DESMATAMENTO_CR,2021-10-04,2021-02-01,2021-02-01,2021-02-01,2.0,21.964,62.821,21.964,21.964,62.821,24,67,61.675,685,12.102,12.73,13.754,1,1,1,419,-97_-5
E129,PA,0,-48.163,-1.217,10.62,DESMATAMENTO_CR,2021-10-04,,,,,,,,,,31,30,54.638,993,12.102,12.73,13.754,1,1,1,0,-97_-3
E130,PA,0,-49.232,-5.645,23.209,DESMATAMENTO_CR,2021-10-04,,,,,,,,,,25,30,27.209,2192,12.102,12.73,13.754,1,1,1,0,-99_-12
E131,PA,0,-56.001,-4.599,9.54,DESMATAMENTO_CR,2021-09-22,2021-06-27,2021-06-27,2021-06-27,6.0,33.0,32.5,33.0,33.0,32.5,58,62,28.916,881,12.102,12.73,13.754,1,1,1,263,-113_-10
E132,PA,0,-55.142,-4.432,6.72,DESMATAMENTO_CR,2021-09-22,2021-07-03,2021-07-03,2021-07-03,7.0,27.032,27.516,27.032,27.032,27.516,52,58,28.076,617,12.102,12.73,13.754,1,1,1,130,-111_-9
E133,AM,0,-62.47,-6.258,26.011,DESMATAMENTO_CR,2021-10-05,2021-08-23,2021-08-23,2021-08-23,8.0,6.29,10.516,6.29,6.29,10.516,28,30,21.672,2532,9.556,10.204,11.25,1,1,1,83,-125_-13
E134,PA,0,-56.056,-4.843,7.605,DESMATAMENTO_CR,2021-09-22,2021-09-19,2021-09-19,2021-09-19,9.0,15.467,14.833,15.467,15.467,14.833,55,58,23.617,723,12.102,12.73,13.754,1,1,1,7,-113_-10
E135,RR,0,-61.514,2.332,10.307,DESMATAMENTO_CR,2021-10-05,,,,,,,,,,20,142,32.697,974,18.067,19.539,21.473,1,1,1,0,-124_4
E136,RR,0,-61.516,2.294,35.49,DESMATAMENTO_CR,2021-10-05,,,,,,,,,,22,142,33.158,3423,18.067,19.539,21.473,1,1,1,0,-124_4
E137,RR,0,-60.014,0.64,22.297,DESMATAMENTO_CR,2021-10-05,2021-09-28,2021-09-28,2021-09-28,9.0,7.267,21.533,7.267,7.267,21.533,23,89,26.47,2120,18.067,19.539,21.473,1,1,1,457,-121_1
E138,PA,0,-55.1,-4.211,12.228,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,9.0,3.567,19.833,3.567,3.567,19.833,20,62,24.436,1148,12.102,12.73,13.754,1,1,1,384,-111_-9
E139,RR,0,-61.52,2.693,16.101,DESMATAMENTO_CR,2021-10-05,,,,,,,,,,45,113,33.366,1529,18.067,19.539,21.473,1,1,1,0,-124_5
E140,RR,0,-61.575,3.104,6.49,DESMATAMENTO_CR,2021-10-05,,,,,,,,,,24,83,32.736,597,18.067,19.539,21.473,1,1,1,0,-124_6
E141,PA,0,-56.096,-4.564,8.258,DESMATAMENTO_CR,2021-09-22,2021-08-08,2021-08-08,2021-08-08,8.0,27.903,25.71,27.903,27.903,25.71,77,62,27.448,756,12.102,12.73,13.754,1,1,1,387,-113_-10
E142,PA,0,-55.075,-4.327,16.399,DESMATAMENTO_CR,2021-09-22,2021-08-26,2021-08-26,2021-08-26,8.0,4.806,22.806,4.806,4.806,22.806,25,62,18.333,1555,12.102,12.73,13.754,1,1,1,913,-111_-9
E143,PA,0,-53.371,-3.337,20.737,DESMATAMENTO_CR,2021-10-05,,,,,,,,,,47,29,19.21,1985,12.102,12.73,13.754,1,1,1,0,-107_-7
E144,PA,0,-49.172,-4.839,18.001,DESMATAMENTO_CR,2021-10-04,2021-07-12,2021-07-12,2021-07-12,7.0,14.29,14.226,14.29,14.29,14.226,37,30,40.425,1704,12.102,12.73,13.754,1,1,1,962,-99_-10
E145,PA,0,-53.275,-3.063,22.857,DESMATAMENTO_CR,2021-10-05,2021-01-23,2021-01-23,2021-01-23,1.0,23.258,27.516,23.258,23.258,27.516,24,29,20.041,2211,12.102,12.73,13.754,1,1,1,321,-107_-7
E146,PA,0,-50.269,-5.242,14.674,DESMATAMENTO_CR,2021-10-04,2021-01-01,2021-01-01,2021-01-01,1.0,23.968,29.903,23.968,23.968,29.903,24,30,30.434,1367,12.102,12.73,13.754,1,1,1,233,-101_-11
E147,PA,0,-53.567,-4.004,14.779,DESMATAMENTO_CR,2021-10-05,2021-07-28,2021-07-28,2021-07-28,7.0,22.581,24.387,22.581,22.581,24.387,49,58,28.233,1406,12.102,12.73,13.754,1,1,1,1194,-108_-9
E148,PA,0,-53.648,-6.156,118.783,DESMATAMENTO_CR,2021-10-05,2021-04-29,2021-04-29,2021-04-29,4.0,56.0,37.167,56.0,56.0,37.167,66,57,37.175,11673,12.102,12.73,13.754,1,1,1,7987,-108_-13
